c FILE			: 2_12.txt
a 3459 2041 19
a 3312 2586 86
a 743 1701 56
a 1939 3480 54
a 4023 1179 68
a 791 878 77
a 1229 1172 27
a 3629 1666 81
a 1482 1098 62
a 2727 2069 79
a 3134 1421 53
a 1738 1618 61
a 1637 1698 33
a 1230 102 76
a 4004 411 13
a 2198 613 4
a 166 4072 85
a 2558 878 31
a 1293 1122 51
a 3990 1167 73
a 3784 2590 19
a 1209 1786 58
a 1014 2851 31
a 1131 2689 23
a 1193 3464 5
a 2258 1066 51
a 2970 2533 88
a 3552 455 98
a 3881 905 57
a 1987 1947 96
a 1214 2695 49
a 4091 3438 68
a 1190 3373 44
a 2378 2880 41
a 2189 2338 18
a 3054 672 45
a 1336 914 12
a 1448 3516 18
a 4080 591 0
a 266 3041 0
a 669 2286 56
a 3806 484 74
a 3731 3682 46
a 3813 994 73
a 2762 664 72
a 2817 354 55
a 1607 1996 15
a 1121 342 41
a 1635 301 68
a 223 1695 57
a 1136 2882 52
a 995 3233 19
a 941 2684 91
a 979 615 47
a 1922 1259 35
a 545 3107 73
a 2599 1357 84
a 3249 1816 19
a 2998 613 34
a 3284 924 52
a 3635 2220 18
a 2161 671 38
a 2915 2588 27
a 2109 1878 56
a 3055 51 42
a 595 3557 79
a 3833 2649 42
a 873 2832 97
a 2866 1771 78
a 3964 715 90
a 3704 1853 33
a 1280 2256 18
a 373 2512 0
a 3026 977 59
a 435 3538 61
a 3526 1273 50
a 999 1233 52
a 2347 2504 43
a 2008 596 59
a 296 1957 3
a 3610 1732 58
a 1308 2637 6
a 3466 2726 18
a 2571 3839 92
a 4058 2387 67
a 3596 907 58
a 3963 1961 7
a 3717 917 75
a 3732 635 18
a 3611 787 81
a 1382 1045 83
a 4003 536 63
a 2177 1629 54
a 622 254 67
a 4057 405 68
a 1509 3298 9
a 2322 1783 60
a 3393 1286 63
a 2282 2933 82
a 3516 4066 92
a 1991 1957 62
a 2753 544 79
a 2071 1021 13
a 2881 417 16
a 1542 727 3
a 3885 2531 36
a 3632 1183 87
a 3803 1681 96
a 3789 59 66
a 1833 1894 24
a 850 3375 19
a 2636 2461 55
a 3768 2992 30
a 2445 1944 60
a 1877 429 54
a 1241 2906 88
a 788 3400 70
a 2115 876 46
a 338 1423 24
a 3140 3794 95
a 2326 1276 20
a 3690 3347 18
a 1406 3473 63
a 2984 3057 9
a 2296 2247 28
a 1108 3464 90
a 2219 381 80
a 2591 2354 10
a 3134 2167 50
a 985 3522 50
a 3133 1574 54
a 820 3346 4
a 3049 775 77
a 1505 2474 97
a 2167 2732 74
a 1542 2607 14
a 1200 2933 2
a 3427 321 94
a 3104 135 75
a 3808 776 24
a 1881 1827 49
a 3282 612 9
a 2119 2858 70
a 1878 381 52
a 1709 3513 40
a 497 3608 31
a 2236 3250 76
a 2348 3988 3
a 353 1150 31
a 2815 2660 92
a 385 829 77
a 2328 2708 38
a 3615 2235 50
a 3801 152 15
a 3912 3206 41
a 3082 2398 95
a 761 3831 44
a 2308 3637 96
a 2239 2116 88
a 1473 3551 58
a 428 2021 0
a 1769 1751 71
a 554 3244 39
a 3576 2986 34
a 3440 1150 59
a 574 1460 82
a 2760 840 32
a 994 2885 50
a 852 3247 83
a 3789 2240 17
a 270 1682 75
a 1939 2288 91
a 3154 444 57
a 3383 649 38
a 2995 786 30
a 960 643 13
a 3125 1494 56
a 851 2336 67
a 2596 440 1
a 3481 683 21
a 3662 3688 61
a 1348 3517 34
a 1702 3487 62
a 1232 1299 78
a 3557 2017 90
a 202 183 52
a 3939 3036 20
a 2678 469 61
a 3998 3941 40
a 3876 630 84
a 1978 1559 79
a 464 2825 89
a 38 477 60
a 146 2544 17
a 955 2997 57
a 656 3173 91
a 1074 503 98
a 1156 1038 86
a 2871 1081 68
a 1753 2011 58
a 2869 3512 30
a 1245 1830 2
a 3062 3549 20
a 1154 251 86
a 3691 3822 84
a 1591 1500 19
a 2168 3910 0
a 1592 3958 3
a 2180 1791 41
a 874 3408 54
a 1630 1135 50
a 1761 1718 46
a 3234 2051 34
a 1900 2214 99
a 1716 3070 34
a 4072 3702 38
a 625 2545 26
a 3045 4079 66
a 56 1451 72
a 598 1211 1
a 3080 530 83
a 3020 410 47
a 1578 1909 77
a 2529 3271 59
a 3773 3161 98
a 2973 2132 40
a 1358 438 59
a 2079 387 43
a 3624 2237 77
a 3585 1129 30
a 3570 3779 68
a 3495 1784 50
a 79 2146 47
a 1443 933 89
a 1859 1112 12
a 254 1399 43
a 1985 100 35
a 570 421 24
a 2766 1368 13
a 2177 293 34
a 2308 1688 53
a 3870 2306 98
a 646 1735 89
a 1512 1832 42
a 3843 2272 48
a 853 235 11
a 398 2374 36
a 3123 235 6
a 348 1411 21
a 1317 1455 65
a 627 1862 3
a 1026 3838 96
a 1604 541 74
a 1300 67 69
a 1124 3382 40
a 1232 3809 68
a 3166 83 80
a 319 49 67
a 1579 638 39
a 1598 3408 77
a 1264 2330 39
a 2045 2043 26
a 822 2624 70
a 774 432 30
a 319 1929 89
a 2680 1203 89
a 656 128 21
a 1222 3041 37
a 3063 1477 82
a 2010 709 44
a 3384 1602 51
a 3762 1433 18
a 3385 3391 84
a 4025 3309 13
a 3143 3387 47
a 2782 8 50
a 4093 1554 58
a 1308 2377 77
a 2559 1981 0
a 599 2357 40
a 437 2784 30
a 3540 357 77
a 2660 1732 95
a 3228 1985 28
a 854 1169 91
a 1450 3415 37
a 2246 1093 1
a 648 3408 96
a 3483 3004 34
a 3483 874 77
a 902 3924 23
a 2406 3365 23
a 798 887 99
a 3998 3993 26
a 3590 2646 10
a 2653 103 80
a 1681 1238 34
a 2522 3342 99
a 2813 2773 43
a 1090 422 22
a 2105 947 8
a 763 380 97
a 3594 1019 94
a 396 3147 75
a 2485 2311 19
a 1259 2379 73
a 1391 3096 11
a 130 4012 83
a 773 2767 63
a 2030 2530 82
a 3127 1113 69
a 1742 3900 21
a 775 456 27
a 3268 3568 95
a 2581 1600 43
a 421 1537 14
a 3903 2322 96
a 3188 1260 43
a 3766 2521 35
a 2805 1618 4
a 3238 1481 71
a 2735 3798 35
a 999 2282 60
a 232 2668 59
a 3879 1743 6
a 1035 1167 13
a 3923 2514 5
a 1049 1364 7
a 1055 116 34
a 359 1646 94
a 1093 3959 31
a 2059 2299 11
a 2975 3532 91
a 3869 1560 66
a 3551 1400 84
a 4058 403 82
a 2971 1834 20
a 2269 2995 39
a 2654 2469 11
a 2904 1329 60
a 2679 4052 26
a 2177 1445 22
a 1258 2534 56
a 3162 332 32
a 2115 2310 47
a 2457 61 69
a 342 3804 38
a 2885 2928 63
a 1887 652 98
a 1820 2603 71
a 3789 2786 6
a 1857 965 96
a 2572 219 21
a 2439 2132 66
a 2205 2483 96
a 1302 3992 31
a 1791 1212 98
a 3738 2118 45
a 2626 1904 90
a 2609 2815 45
a 3431 2270 22
a 459 2843 82
a 2790 2921 49
a 3855 319 2
a 507 841 76
a 1000 2084 69
a 1744 3221 55
a 3921 580 15
a 2088 3306 28
a 3721 1609 89
a 356 3556 72
a 1009 1700 70
a 1310 4035 67
a 3756 1252 63
a 1435 3820 23
a 2502 1522 17
a 3126 2037 32
a 424 1028 58
a 91 3850 68
a 1433 2015 52
a 381 2932 8
a 1084 2169 43
a 1548 654 75
a 251 509 99
a 884 3248 91
a 2623 3711 63
a 3397 2929 72
a 2883 3363 91
a 1529 662 93
a 65 2104 35
a 2178 4055 99
a 2898 3495 30
a 3026 1434 21
a 273 1712 21
a 769 503 20
a 267 2306 49
a 266 990 41
a 1304 3903 56
a 1404 1199 26
a 3573 3984 61
a 1276 942 22
a 1589 3942 38
a 1030 2063 58
a 230 2926 18
a 2149 701 51
a 3118 3146 79
a 1929 1609 43
a 2056 2362 48
a 1512 1568 73
a 2857 1696 7
a 1375 2270 36
a 1894 2232 54
a 2289 2604 32
a 3036 1472 59
a 776 560 57
a 3483 2426 65
a 3139 2723 90
a 3776 846 32
a 298 1735 35
a 2216 2014 97
a 675 2003 13
a 1497 984 59
a 3221 1243 39
a 3134 3141 5
a 1989 703 29
a 3506 3413 26
a 1860 906 62
a 3679 3847 54
a 3171 1564 38
a 1905 3168 78
a 2481 2551 10
a 388 1841 48
a 479 532 44
a 369 3959 25
a 2235 518 17
a 1358 2482 10
a 3076 3499 55
a 944 608 35
a 42 264 37
a 2475 709 27
a 1640 1611 29
a 3158 3616 23
a 2433 522 42
a 2025 1171 81
a 1816 298 6
a 1049 2765 97
a 3489 3141 14
a 1835 1194 64
a 416 2604 63
a 2187 1962 33
a 645 3049 52
a 1282 3401 1
a 3708 1475 33
a 887 2849 17
a 3253 3437 80
a 3653 3505 9
a 2244 117 57
a 2081 1868 3
a 1543 494 43
a 3004 1000 73
a 1925 601 75
a 3283 603 53
a 2877 2712 23
a 1538 3790 11
a 1774 2184 14
a 4008 2351 24
a 1436 2479 56
a 1477 1755 44
a 1217 2368 93
a 2007 2480 54
a 1399 1506 36
a 3543 300 6
a 3906 1867 49
a 1706 2172 12
a 3664 808 55
a 4077 1200 9
a 1706 114 1
a 159 1620 14
a 2641 1051 85
a 695 2769 35
a 828 2446 22
a 847 2074 67
a 1066 84 70
a 2405 3231 20
a 2053 2635 16
a 2538 2333 15
a 792 4013 32
a 4040 3981 84
a 1945 2952 47
a 2924 3423 70
a 3900 1951 41
a 971 2734 49
a 399 1903 22
a 2383 3838 96
a 3268 1454 39
a 1150 3606 46
a 82 480 6
a 4014 983 26
a 2694 1141 36
a 1447 1529 58
a 2386 3415 61
a 3775 974 16
a 735 63 6
a 2706 1960 61
a 924 3551 50
a 1394 3834 22
a 3594 329 70
a 2530 3705 1
a 2738 978 23
a 3935 102 69
a 2762 82 72
a 133 2553 0
a 2138 4021 30
a 3553 3293 92
a 1599 3690 44
a 1887 1206 49
a 3261 3249 92
a 3246 1366 18
a 1179 2417 61
a 292 3913 70
a 1105 824 21
a 1342 1884 24
a 952 510 26
a 827 1597 37
a 2296 1103 52
a 2694 2695 98
a 300 3801 82
a 668 1949 77
a 90 2919 83
a 1050 958 52
a 511 1201 7
a 62 2959 80
a 2562 409 55
a 2662 719 58
a 150 2414 44
a 2321 2457 87
a 1536 1088 94
a 3610 3111 93
a 3725 1546 53
a 1717 220 13
a 897 936 8
a 2797 101 93
a 3879 3498 30
a 3688 996 72
a 3558 1820 56
a 1446 464 46
a 149 3494 74
a 902 1792 48
a 2130 1265 23
a 279 1125 62
a 581 2402 32
a 2022 180 45
a 2788 1784 45
a 2050 814 30
a 1411 514 77
a 1025 916 68
a 1302 2565 10
a 2357 2262 53
a 983 2226 81
a 3554 897 54
a 3124 1797 69
a 981 1459 57
a 2171 1961 29
a 3564 1224 79
a 3067 1574 73
a 2053 2140 51
a 4066 3523 70
a 706 2807 20
a 1038 2441 13
a 3559 251 12
a 445 222 64
a 601 2363 47
a 1062 2422 80
a 4027 2570 55
a 604 1273 82
a 3395 257 17
a 3894 562 24
a 2576 2069 51
a 2495 3274 57
a 2754 3290 56
a 3155 1193 17
a 3498 2746 37
a 2918 2530 48
a 2726 1828 5
a 3585 881 84
a 1861 2076 8
a 3386 1667 19
a 400 2217 83
a 395 3880 66
a 975 3757 6
a 357 2119 11
a 2716 3629 32
a 1893 2079 45
a 111 2678 19
a 861 3037 86
a 2846 1799 76
a 635 1142 7
a 291 1329 94
a 565 1094 67
a 691 781 54
a 2280 622 13
a 265 467 61
a 2823 1077 48
a 1493 3503 42
a 2410 3785 86
a 1052 3340 37
a 1269 2310 48
a 2993 1187 15
a 1576 1849 2
a 609 1600 64
a 274 3490 60
a 2125 1224 94
a 2282 1967 46
a 3507 2686 41
a 2748 3284 57
a 191 3451 33
a 3008 3609 35
a 2075 2191 26
a 510 3444 56
a 3175 1709 87
a 3952 4092 15
a 1772 1143 24
a 2315 1259 12
a 1106 2933 27
a 3200 4026 89
a 3000 470 84
a 2323 2395 76
a 24 2552 15
a 3130 248 6
a 2491 3961 90
a 186 1531 40
a 2809 4039 23
a 1402 3252 41
a 939 1941 60
a 2962 652 89
a 1332 1324 79
a 567 782 65
a 318 768 20
a 2956 3868 33
a 4069 433 37
a 768 2539 75
a 886 290 68
a 2634 3104 13
a 2145 725 56
a 3763 1458 24
a 567 3256 19
a 2888 1861 43
a 2002 843 25
a 1308 3697 82
a 2299 1580 48
a 2227 3557 76
a 3135 3314 19
a 1191 3223 14
a 3860 1256 46
a 276 2467 68
a 2222 113 74
a 899 932 44
a 1892 4080 60
a 4053 1031 59
a 3442 2629 96
a 1582 3420 99
a 167 266 92
a 2164 547 57
a 2635 3837 18
a 1453 3495 81
a 3257 1878 1
a 2707 1258 9
a 1195 1433 2
a 3580 1923 69
a 3953 335 77
a 3826 201 19
a 1539 3055 13
a 2109 386 83
a 433 860 47
a 3959 2021 56
a 3595 2021 86
a 1562 796 12
a 894 1951 19
a 3038 2728 36
a 2557 3120 13
a 2938 2490 12
a 3435 3668 28
a 1637 3479 35
a 1862 1109 11
a 3959 81 19
a 191 1850 50
a 2366 2800 91
a 317 3007 28
a 2969 4087 74
a 592 374 68
a 1850 5 4
a 325 3297 76
a 1642 1670 45
a 3132 1115 73
a 296 2239 71
a 4089 178 60
a 1769 3698 65
a 1176 2224 34
a 833 3916 16
a 1237 2347 14
a 131 1102 48
a 3166 3748 31
a 3084 3873 56
a 3878 2243 2
a 1315 1889 43
a 1557 3437 85
a 1521 895 45
a 565 2394 9
a 782 177 15
a 3220 2174 84
a 1950 294 7
a 352 3891 57
a 260 2065 3
a 3924 3694 36
a 3669 693 55
a 172 647 53
a 2893 3261 83
a 687 1915 15
a 3587 354 10
a 1855 3543 16
a 740 4011 63
a 383 3939 34
a 3397 3435 33
a 366 1739 73
a 2792 1584 12
a 3209 1263 0
a 3834 1923 23
a 2194 3468 15
a 2140 1454 82
a 351 2945 93
a 1799 3820 90
a 1452 497 64
a 1339 3661 28
a 1306 1209 87
a 1000 3495 34
a 1278 1645 91
a 2510 1031 84
a 3695 2625 89
a 1134 2998 5
a 1083 3935 95
a 3892 3290 48
a 2426 2599 66
a 2110 358 44
a 3946 3854 43
a 3711 643 94
a 2514 3040 72
a 1362 1716 53
a 1136 1095 75
a 704 1163 10
a 1673 2662 52
a 3883 1332 85
a 3719 3669 22
a 1323 1059 39
a 150 3764 70
a 2345 421 6
a 3674 2395 64
a 1269 1286 9
a 1565 3322 20
a 322 3711 76
a 2986 1446 23
a 3398 2879 86
a 1926 1039 56
a 4050 436 74
a 3690 1160 92
a 2612 2166 11
a 1920 2992 76
a 58 1207 40
a 1809 3865 43
a 1956 2853 97
a 536 2866 92
a 3525 2787 51
a 3567 1820 83
a 2372 885 82
a 3883 3999 53
a 812 1251 69
a 3709 3055 21
a 3282 2367 26
a 2060 1030 6
a 1019 1330 79
a 3630 1330 37
a 1408 2883 39
a 520 3010 45
a 1238 50 52
a 2654 3971 70
a 3115 1763 71
a 545 687 52
a 2880 657 59
a 3834 1481 36
a 3309 1867 25
a 3543 3767 85
a 905 1878 97
a 2074 2816 96
a 694 3979 20
a 3103 1402 29
a 2238 3763 36
a 3877 2701 19
a 2925 3381 93
a 2660 1016 84
a 1437 3590 52
a 1114 2111 97
a 1431 782 86
a 3987 1313 24
a 1197 2208 14
a 2747 830 8
a 2378 447 88
a 1786 2219 34
a 3279 3218 86
a 2998 2314 11
a 3358 148 29
a 3632 2152 49
a 2352 3749 5
a 3149 2212 95
a 3391 3114 1
a 515 814 20
a 3640 2546 44
a 1677 1908 92
a 3174 1838 14
a 3373 3662 58
a 1372 2773 76
a 756 1688 80
a 522 50 85
a 2793 379 13
a 3255 2821 48
a 2562 2778 70
a 2247 1642 73
a 835 3328 31
a 2511 1048 85
a 3097 4044 56
a 924 489 23
a 1682 3046 92
a 1431 2211 17
a 3996 2758 78
a 3335 1262 60
a 2074 1480 10
a 938 3693 6
a 2272 3782 90
a 2811 2652 23
a 42 3515 32
a 1882 1430 88
a 3563 1398 19
a 3727 3715 59
a 321 3963 22
a 333 154 5
a 3207 156 51
a 2820 2614 52
a 2318 897 66
a 1253 748 7
a 104 2897 11
a 1214 2859 31
a 3543 2889 87
a 1940 2784 91
a 1871 770 31
a 3973 51 90
a 1811 2378 57
a 3837 2070 76
a 1358 1269 27
a 2401 3838 84
a 933 1124 95
a 3953 2831 56
a 1575 3610 22
a 1907 3622 33
a 433 2661 84
a 774 2348 1
a 2296 2626 44
a 1640 3725 87
a 2179 837 30
a 1012 1883 37
a 2327 3178 8
a 2291 3457 64
a 3250 3026 88
a 3071 3709 14
a 3481 2327 7
a 4041 1363 83
a 3214 2214 59
a 2209 692 38
a 347 2751 78
a 1562 1652 29
a 1662 3390 68
a 1373 845 25
a 3196 3883 18
a 398 1379 98
a 2131 2694 6
a 3848 398 38
a 3452 1389 56
a 1800 767 30
a 3088 155 64
a 3114 109 36
a 1492 3806 59
a 2950 146 79
a 882 1524 96
a 1737 1551 7
a 424 1068 72
a 3303 3080 95
a 2226 2033 61
a 783 3502 27
a 4000 62 55
a 3667 1768 75
a 2395 1648 56
a 1231 1667 85
a 3745 2076 99
a 2674 3470 73
a 3954 86 80
a 2176 333 74
a 778 1543 74
a 61 93 41
a 3591 1906 39
a 3571 2551 59
a 178 1084 4
a 2468 2379 17
a 3870 913 85
a 729 2180 76
a 1307 2824 96
a 1530 291 89
a 2060 3478 93
a 1539 804 33
a 2026 779 2
a 2636 3542 83
a 2350 2525 29
a 2115 2645 56
a 2546 3232 70
a 3947 3911 56
a 2062 409 93
a 1355 3279 19
a 836 2413 50
a 3240 1437 28
a 2152 3578 16
a 3168 1731 99
a 1497 3144 71
a 3952 2306 46
a 3555 3806 14
a 1719 1734 77
a 2867 2965 93
a 3880 3399 6
a 1013 140 44
a 3762 39 58
a 2662 2528 93
a 1294 3306 21
a 1088 3603 90
a 2394 1757 0
a 3468 450 19
a 2738 539 51
a 1823 1060 45
a 4035 3908 96
a 1523 1508 16
a 2962 248 81
a 3579 3409 68
a 211 1719 66
a 850 2372 72
a 937 42 19
a 675 1098 33
a 432 1923 33
a 3753 248 67
a 3482 2242 33
a 3568 1040 41
a 1347 1746 77
a 204 3587 48
a 1229 1131 76
a 2229 3641 91
a 1534 52 58
a 1560 1040 84
a 1053 817 53
a 3490 2628 37
a 575 1014 94
a 791 1776 44
a 1226 1435 78
a 2475 3907 88
a 650 1601 15
a 449 2433 48
a 1190 1569 44
a 1193 306 9
a 289 1891 33
a 544 1645 70
a 1377 3060 13
a 2727 1240 44
a 153 642 53
a 3808 379 66
a 3848 2670 56
a 292 818 74
a 610 353 69
a 3112 564 35
a 3833 2753 98
a 202 2397 22
a 3148 833 4
a 2477 3974 37
a 1886 3058 97
a 29 3955 67
a 255 3770 19
a 1153 2332 32
a 622 1095 85
a 2883 3237 55
a 3161 2912 63
a 2313 3522 94
a 1736 129 73
a 2810 3119 61
a 2062 1539 58
a 1799 1120 21
a 961 1656 13
a 78 809 17
a 1355 3314 46
a 3225 2754 77
a 360 2337 77
a 3920 2924 76
a 579 983 75
a 2349 4064 27
a 1145 621 38
a 2776 970 39
a 2774 523 62
a 1412 1600 18
a 84 4060 96
a 603 2940 71
a 566 2505 5
a 445 3322 41
a 530 4083 65
a 2543 950 6
a 2600 2492 66
a 3339 3594 27
a 154 2030 81
a 2299 1482 78
a 2797 1895 12
a 2497 3454 60
a 2099 3867 74
a 2528 3377 65
a 1786 1654 28
a 1679 1687 87
a 168 158 29
a 1259 2402 91
a 658 2661 62
a 260 2745 29
a 1342 1296 69
a 3039 3886 82
a 1511 105 34
a 1915 3709 67
a 3398 1351 19
a 2585 2301 41
a 50 1375 22
a 2513 4068 9
a 3308 1563 60
a 1650 3422 79
a 3006 247 27
a 142 4003 54
a 2330 1007 6
a 2896 2427 55
a 142 1125 77
a 291 1156 2
a 2437 1938 64
a 1875 883 87
a 3463 1196 98
a 2326 3495 58
a 4091 3853 17
a 2178 3960 96
a 3907 3193 62
a 1387 438 10
a 3558 2253 11
a 2592 1522 97
a 626 407 65
a 2932 96 46
a 1574 3815 43
a 1666 795 60
a 1670 3773 22
a 3706 1158 82
a 528 1634 45
a 2517 3756 52
a 2026 2718 22
a 547 1865 83
a 3576 1270 20
a 2290 54 55
a 3964 854 76
a 2817 2422 84
a 2468 2828 85
a 811 751 33
a 3908 2753 40
a 134 463 53
a 2566 1055 9
a 2422 3895 23
a 1842 3026 36
a 3789 3116 75
a 219 748 60
a 1268 2781 3
a 1401 1133 74
a 1116 2783 26
a 1844 1066 17
a 1160 613 14
a 2913 95 9
a 3910 1808 52
a 3227 3451 95
a 556 2460 89
a 1368 4034 54
a 1066 1064 24
a 2658 3294 85
a 2083 2752 13
a 281 2389 82
a 3607 3279 33
a 3724 2406 54
a 3641 434 43
a 2055 2793 28
a 3685 2296 70
a 3491 888 16
a 1838 218 40
a 3303 2354 48
a 2064 2203 27
a 188 3518 60
a 2882 3330 73
a 336 3391 20
a 2448 4012 76
a 2651 1637 85
a 1006 2651 49
a 2431 1203 12
a 3564 2507 57
a 1434 1217 22
a 2605 578 61
a 3250 454 76
a 1052 3868 15
a 667 2761 94
a 289 700 90
a 3071 1563 36
