c FILE			: 2_10.txt
a 182 722 22
a 75 337 48
a 994 100 97
a 585 914 94
a 731 965 18
a 892 370 27
a 1008 41 88
a 369 929 11
a 852 141 52
a 880 250 29
a 206 216 30
a 45 799 61
a 324 929 75
a 866 925 36
a 195 281 42
a 870 575 44
a 782 663 92
a 920 209 52
a 500 909 60
a 451 848 0
a 483 241 96
a 385 533 12
a 27 642 22
a 418 58 71
a 187 445 87
a 799 900 28
a 684 839 90
a 670 889 16
a 979 949 0
a 109 191 21
a 424 848 50
a 702 113 34
a 71 472 55
a 532 461 49
a 997 191 7
a 476 494 14
a 273 795 42
a 469 643 81
a 469 324 16
a 827 45 21
a 303 158 5
a 906 941 11
a 229 831 89
a 600 493 34
a 242 326 6
a 733 322 9
a 939 812 74
a 343 665 63
a 330 770 67
a 661 704 97
a 871 210 48
a 658 357 83
a 380 301 66
a 744 292 72
a 887 583 76
a 416 313 99
a 891 615 4
a 285 956 42
a 85 251 45
a 541 590 95
a 286 29 35
a 643 135 13
a 478 310 22
a 464 54 94
a 230 299 26
a 981 197 42
a 688 706 25
a 69 153 11
a 685 327 63
a 412 575 34
a 181 560 1
a 1013 140 30
a 955 145 84
a 960 167 93
a 642 236 47
a 706 745 9
a 355 734 82
a 593 43 48
a 880 230 94
a 584 468 1
a 93 985 41
a 536 946 0
a 271 938 31
a 813 998 93
a 827 672 65
a 753 861 10
a 592 59 54
a 258 933 35
a 405 652 81
a 940 845 7
a 524 675 12
a 224 958 91
a 145 980 60
a 132 935 92
a 428 783 13
a 212 685 72
a 790 758 83
a 135 857 72
a 420 336 19
a 338 319 49
a 855 989 83
a 383 506 3
a 748 239 88
a 410 443 79
a 745 430 10
a 594 185 83
a 914 2 37
a 532 130 61
a 642 509 30
a 804 682 40
a 912 225 85
a 976 663 28
a 3 720 43
a 583 258 94
a 437 847 18
a 777 199 72
a 482 915 99
a 33 242 98
a 249 343 82
a 894 103 17
a 197 325 17
a 272 248 60
a 476 303 95
a 975 334 9
a 115 491 67
a 336 123 22
a 976 483 29
a 387 276 19
a 626 667 2
a 157 903 91
a 239 134 15
a 11 461 69
a 40 835 49
a 760 199 74
a 592 120 46
a 888 477 61
a 7 903 99
a 94 843 61
a 416 909 64
a 952 1012 23
a 437 426 11
a 236 495 18
a 437 56 99
a 729 405 19
a 18 474 93
a 770 615 1
a 751 976 63
a 725 724 76
a 276 877 84
a 299 73 54
a 317 744 12
a 301 279 21
a 40 753 42
a 954 370 91
a 723 829 39
a 387 1017 19
a 240 538 86
a 743 677 56
a 915 408 54
a 951 155 68
a 791 878 77
a 205 148 27
a 557 642 81
a 458 74 62
a 679 21 79
a 62 397 53
a 714 594 61
a 613 674 33
a 206 102 76
a 932 411 13
a 150 613 4
a 166 1000 85
a 510 878 31
a 269 98 51
a 918 143 73
a 712 542 19
a 185 762 58
a 1014 803 31
a 107 641 23
a 169 392 5
a 210 42 51
a 922 485 88
a 480 455 98
a 809 905 57
a 963 923 96
a 190 647 49
a 1019 366 68
a 166 301 44
a 330 832 41
a 141 290 18
a 1006 672 45
a 312 914 12
a 424 444 18
a 1008 591 0
a 266 993 0
a 669 238 56
a 734 484 74
a 659 610 46
a 741 994 73
a 714 664 72
a 769 354 55
a 583 972 15
a 97 342 41
a 611 301 68
a 223 671 57
a 112 834 52
a 995 161 19
a 941 636 91
a 979 615 47
a 898 235 35
a 545 35 73
a 551 333 84
a 177 792 19
a 950 613 34
a 212 924 52
a 563 172 18
a 113 671 38
a 867 540 27
a 61 854 56
a 1007 51 42
a 595 485 79
a 761 601 42
a 873 784 97
a 818 747 78
a 892 715 90
a 632 829 33
a 256 208 18
a 373 464 0
a 978 977 59
a 435 466 61
a 454 249 50
a 999 209 52
a 299 456 43
a 984 596 59
a 296 933 3
a 538 708 58
a 284 589 6
a 394 678 18
a 523 767 92
a 986 339 67
a 524 907 58
a 891 937 7
a 645 917 75
a 660 635 18
a 539 787 81
a 358 21 83
a 931 536 63
a 129 605 54
a 622 254 67
a 985 405 68
a 485 226 9
a 274 759 60
a 321 262 63
a 234 885 82
a 444 994 92
a 967 933 62
a 705 544 79
a 23 1021 13
a 833 417 16
a 518 727 3
a 813 483 36
a 560 159 87
a 731 657 96
a 717 59 66
a 809 870 24
a 850 303 19
a 588 413 55
a 696 944 30
a 397 920 60
a 853 429 54
a 217 858 88
a 788 328 70
a 67 876 46
a 338 399 24
a 68 722 95
a 278 252 20
a 618 275 18
a 382 401 63
a 936 1009 9
a 248 199 28
a 84 392 90
a 171 381 80
a 543 306 10
a 62 119 50
a 985 450 50
a 61 550 54
a 820 274 4
a 1001 775 77
a 481 426 97
a 119 684 74
a 518 559 14
a 176 885 2
a 355 321 94
a 32 135 75
a 736 776 24
a 857 803 49
a 210 612 9
a 71 810 70
a 854 381 52
a 685 441 40
a 497 536 31
a 188 178 76
a 300 916 3
a 353 126 31
a 767 612 92
a 385 829 77
a 280 660 38
a 543 187 50
a 729 152 15
a 840 134 41
a 10 350 95
a 761 759 44
a 260 565 96
a 191 68 88
a 449 479 58
a 428 997 0
a 745 727 71
a 554 172 39
a 504 938 34
a 368 126 59
a 574 436 82
a 712 840 32
a 994 837 50
a 852 175 83
a 717 192 17
a 270 658 75
a 915 240 91
a 82 444 57
a 311 649 38
a 947 786 30
a 960 643 13
a 53 470 56
a 851 288 67
a 548 440 1
a 409 683 21
a 590 616 61
a 324 445 34
a 678 415 62
a 208 275 78
a 485 993 90
a 202 183 52
a 867 988 20
a 630 469 61
a 926 869 40
a 804 630 84
a 954 535 79
a 464 777 89
a 38 477 60
a 146 496 17
a 955 949 57
a 656 101 91
a 50 503 98
a 132 14 86
a 823 57 68
a 729 987 58
a 821 440 30
a 221 806 2
a 1014 477 20
a 130 251 86
a 619 750 84
a 567 476 19
a 120 838 0
a 568 886 3
a 132 767 41
a 874 336 54
a 606 111 50
a 737 694 46
a 162 3 34
a 876 166 99
a 692 1022 34
a 1000 630 38
a 625 497 26
a 997 1007 66
a 56 427 72
a 598 187 1
a 8 530 83
a 972 410 47
a 554 885 77
a 481 199 59
a 701 89 98
a 925 84 40
a 334 438 59
a 31 387 43
a 552 189 77
a 513 105 30
a 498 707 68
a 423 760 50
a 79 98 47
a 419 933 89
a 835 88 12
a 254 375 43
a 961 100 35
a 570 421 24
a 718 344 13
a 129 293 34
a 260 664 53
a 798 258 98
a 646 711 89
a 488 808 42
a 771 224 48
a 853 235 11
a 398 326 36
a 51 235 6
a 348 387 21
a 293 431 65
a 627 838 3
a 2 766 96
a 580 541 74
a 276 67 69
a 100 310 40
a 208 737 68
a 94 83 80
a 319 49 67
a 555 638 39
a 574 336 77
a 240 282 39
a 1021 1019 26
a 822 576 70
a 774 432 30
a 319 905 89
a 632 179 89
a 656 128 21
a 198 993 37
a 1015 453 82
a 986 709 44
a 312 578 51
a 690 409 18
a 313 319 84
a 953 237 13
a 71 315 47
a 734 8 50
a 1021 530 58
a 284 329 77
a 511 957 0
a 599 309 40
a 437 736 30
a 468 357 77
a 612 708 95
a 156 961 28
a 854 145 91
a 426 343 37
a 198 69 1
a 648 336 96
a 411 956 34
a 411 874 77
a 902 852 23
a 358 293 23
a 798 887 99
a 926 921 26
a 518 598 10
a 605 103 80
a 657 214 34
a 474 270 99
a 765 725 43
a 66 422 22
a 57 947 8
a 763 380 97
a 522 1019 94
a 396 75 75
a 437 263 19
a 235 331 73
a 367 24 11
a 130 940 83
a 773 719 63
a 1006 482 82
a 55 89 69
a 718 828 21
a 775 456 27
a 196 496 95
a 533 576 43
a 421 513 14
a 831 274 96
a 116 236 43
a 694 473 35
a 757 594 4
a 166 457 71
a 687 726 35
a 999 234 60
a 232 620 59
a 807 719 6
a 11 143 13
a 851 466 5
a 25 340 7
a 31 116 34
a 359 622 94
a 69 887 31
a 11 251 11
a 927 460 91
a 797 536 66
a 479 376 84
a 986 403 82
a 923 810 20
a 221 947 39
a 606 421 11
a 856 305 60
a 631 980 26
a 129 421 22
a 234 486 56
a 90 332 32
a 67 262 47
a 409 61 69
a 342 732 38
a 837 880 63
a 863 652 98
a 796 555 71
a 717 738 6
a 833 965 96
a 524 219 21
a 391 84 66
a 157 435 96
a 278 920 31
a 767 188 98
a 666 70 45
a 578 880 90
a 561 767 45
a 359 222 22
a 459 795 82
a 742 873 49
a 783 319 2
a 507 841 76
a 1000 36 69
a 720 149 55
a 849 580 15
a 40 234 28
a 649 585 89
a 356 484 72
a 1009 676 70
a 286 963 67
a 684 228 63
a 411 748 23
a 454 498 17
a 54 1013 32
a 424 4 58
a 91 778 68
a 409 991 52
a 381 884 8
a 60 121 43
a 524 654 75
a 251 509 99
a 884 176 91
a 575 639 63
a 325 881 72
a 835 291 91
a 505 662 93
a 65 56 35
a 130 983 99
a 850 423 30
a 978 410 21
a 273 688 21
a 769 503 20
a 267 258 49
a 266 990 41
a 280 831 56
a 380 175 26
a 501 912 61
a 252 942 22
a 565 870 38
a 6 15 58
a 230 878 18
a 101 701 51
a 46 74 79
a 905 585 43
a 8 314 48
a 488 544 73
a 809 672 7
a 351 222 36
a 870 184 54
a 241 556 32
a 988 448 59
a 776 560 57
a 411 378 65
a 67 675 90
a 704 846 32
a 298 711 35
a 168 990 97
a 675 979 13
a 473 984 59
a 149 219 39
a 62 69 5
a 965 703 29
a 434 341 26
a 836 906 62
a 607 775 54
a 99 540 38
a 881 96 78
a 433 503 10
a 388 817 48
a 479 532 44
a 369 887 25
a 187 518 17
a 334 434 10
a 4 427 55
a 944 608 35
a 42 264 37
a 427 709 27
a 616 587 29
a 86 544 23
a 385 522 42
a 1001 147 81
a 792 298 6
a 25 717 97
a 417 69 14
a 811 170 64
a 416 556 63
a 139 938 33
a 645 1001 52
a 258 329 1
a 636 451 33
a 887 801 17
a 181 365 80
a 581 433 9
a 196 117 57
a 33 844 3
a 519 494 43
a 956 1000 73
a 901 601 75
a 211 603 53
a 829 664 23
a 514 718 11
a 750 136 14
a 936 303 24
a 412 431 56
a 453 731 44
a 193 320 93
a 983 432 54
a 375 482 36
a 471 300 6
a 834 843 49
a 682 124 12
a 592 808 55
a 1005 176 9
a 682 114 1
a 159 596 14
a 593 27 85
a 695 721 35
a 828 398 22
a 847 26 67
a 42 84 70
a 357 159 20
a 5 587 16
a 490 285 15
a 792 941 32
a 968 909 84
a 921 904 47
a 876 351 70
a 828 927 41
a 971 686 49
a 399 879 22
a 335 766 96
a 196 430 39
a 126 534 46
a 82 480 6
a 942 983 26
a 646 117 36
a 423 505 58
a 338 343 61
a 703 974 16
a 735 63 6
a 658 936 61
a 924 479 50
a 370 762 22
a 522 329 70
a 482 633 1
a 690 978 23
a 863 102 69
a 714 82 72
a 133 505 0
a 90 949 30
a 481 221 92
a 575 618 44
a 863 182 49
a 189 177 92
a 174 342 18
a 155 369 61
a 292 841 70
a 81 824 21
a 318 860 24
a 952 510 26
a 827 573 37
a 248 79 52
a 646 647 98
a 300 729 82
a 668 925 77
a 90 871 83
a 26 958 52
a 511 177 7
a 62 911 80
a 514 409 55
a 614 719 58
a 150 366 44
a 273 409 87
a 512 64 94
a 538 39 93
a 653 522 53
a 693 220 13
a 897 936 8
a 749 101 93
a 807 426 30
a 616 996 72
a 486 796 56
a 422 464 46
a 149 422 74
a 902 768 48
a 82 241 23
a 279 101 62
a 581 354 32
a 998 180 45
a 740 760 45
a 2 814 30
a 387 514 77
a 1 916 68
a 278 517 10
a 309 214 53
a 983 178 81
a 482 897 54
a 52 773 69
a 981 435 57
a 123 937 29
a 492 200 79
a 1019 550 73
a 5 92 51
a 994 451 70
a 706 759 20
a 14 393 13
a 487 251 12
a 445 222 64
a 601 315 47
a 38 374 80
a 955 522 55
a 604 249 82
a 323 257 17
a 822 562 24
a 528 21 51
a 447 202 57
a 706 218 56
a 83 169 17
a 426 698 37
a 870 482 48
a 678 804 5
a 513 881 84
a 837 28 8
a 314 643 19
a 400 169 83
a 395 808 66
a 975 685 6
a 357 71 11
a 668 557 32
a 869 31 45
a 111 630 19
a 861 989 86
a 798 775 76
a 635 118 7
a 291 305 94
a 565 70 67
a 691 781 54
a 232 622 13
a 265 467 61
a 775 53 48
a 469 431 42
a 362 713 86
a 28 268 37
a 245 262 48
a 945 163 15
a 552 825 2
a 609 576 64
a 274 418 60
a 77 200 94
a 234 943 46
a 435 638 41
a 700 212 57
a 191 379 33
a 960 537 35
a 27 143 26
a 510 372 56
a 103 685 87
a 880 1020 15
a 748 119 24
a 267 235 12
a 82 885 27
a 128 954 89
a 952 470 84
a 275 347 76
a 24 504 15
a 58 248 6
a 443 889 90
a 186 507 40
a 761 967 23
a 378 180 41
a 939 917 60
a 914 652 89
a 308 300 79
a 567 782 65
a 318 768 20
a 908 796 33
a 997 433 37
a 768 491 75
a 886 290 68
a 586 32 13
a 97 725 56
a 691 434 24
a 567 184 19
a 840 837 43
a 978 843 25
a 284 625 82
a 251 556 48
a 179 485 76
a 63 242 19
a 167 151 14
a 788 232 46
a 276 419 68
a 174 113 74
a 899 932 44
a 868 1008 60
a 981 7 59
a 370 581 96
a 558 348 99
a 167 266 92
a 116 547 57
a 587 765 18
a 429 423 81
a 185 854 1
a 659 234 9
a 171 409 2
a 508 899 69
a 881 335 77
a 754 201 19
a 515 1007 13
a 61 386 83
a 433 860 47
a 887 997 56
a 523 997 86
a 538 796 12
a 894 927 19
a 990 680 36
a 509 48 13
a 890 442 12
a 363 596 28
a 613 407 35
a 838 85 11
a 887 81 19
a 191 826 50
a 318 752 91
a 317 959 28
a 921 1015 74
a 592 374 68
a 826 5 4
a 325 225 76
a 618 646 45
a 60 91 73
a 296 191 71
a 1017 178 60
a 745 626 65
a 152 176 34
a 833 844 16
a 213 299 14
a 131 78 48
a 94 676 31
a 12 801 56
a 806 195 2
a 291 865 43
a 533 365 85
a 497 895 45
a 565 346 9
a 782 177 15
a 148 126 84
a 926 294 7
a 352 819 57
a 260 17 3
a 852 622 36
a 597 693 55
a 172 647 53
a 845 189 83
a 687 891 15
a 515 354 10
a 831 471 16
a 740 939 63
a 383 867 34
a 325 363 33
a 366 715 73
a 744 560 12
a 137 239 0
a 762 899 23
a 146 396 15
a 92 430 82
a 351 897 93
a 775 748 90
a 428 497 64
a 315 589 28
a 282 185 87
a 1000 423 34
a 254 621 91
a 462 7 84
a 623 577 89
a 110 950 5
a 59 863 95
a 820 218 48
a 378 551 66
a 62 358 44
a 874 782 43
a 639 643 94
a 466 992 72
a 338 692 53
a 112 71 75
a 704 139 10
a 649 614 52
a 811 308 85
a 647 597 22
a 299 35 39
a 150 692 70
a 297 421 6
a 602 347 64
a 245 262 9
a 541 250 20
a 322 639 76
a 938 422 23
a 326 831 86
a 902 15 56
a 978 436 74
a 618 136 92
a 564 118 11
a 896 944 76
a 58 183 40
a 785 793 43
a 932 805 97
a 536 818 92
a 453 739 51
a 495 796 83
a 324 885 82
a 811 927 53
a 812 227 69
a 637 1007 21
a 210 319 26
a 12 6 6
a 1019 306 79
a 558 306 37
a 384 835 39
a 520 962 45
a 214 50 52
a 606 899 70
a 43 739 71
a 545 687 52
a 832 657 59
a 762 457 36
a 237 843 25
a 471 695 85
a 905 854 97
a 26 768 96
a 694 907 20
a 31 378 29
a 190 691 36
a 805 653 19
a 877 309 93
a 612 1016 84
a 413 518 52
a 90 63 97
a 407 782 86
a 915 289 24
a 173 160 14
a 699 830 8
a 330 447 88
a 762 171 34
a 207 146 86
a 950 266 11
a 286 148 29
a 560 104 49
a 304 677 5
a 77 164 95
a 319 42 1
a 515 814 20
a 568 498 44
a 653 884 92
a 102 814 14
a 301 590 58
a 348 725 76
a 756 664 80
a 522 50 85
a 745 379 13
a 183 773 48
a 514 730 70
a 199 618 73
a 835 256 31
a 463 24 85
a 25 972 56
a 924 489 23
a 658 998 92
a 407 163 17
a 924 710 78
a 263 238 60
a 26 456 10
a 938 621 6
a 224 710 90
a 763 604 23
a 42 443 32
a 858 406 88
a 491 374 19
a 655 643 59
a 321 891 22
a 333 154 5
a 135 156 51
a 772 566 52
a 270 897 66
a 229 748 7
a 104 849 11
a 190 811 31
a 471 841 87
a 916 736 91
a 847 770 31
a 901 51 90
a 787 330 57
a 765 22 76
a 334 245 27
a 353 766 84
a 933 100 95
a 881 783 56
a 551 538 22
a 883 550 33
a 433 613 84
a 774 300 1
a 248 578 44
a 616 653 87
a 131 837 30
a 1012 859 37
a 279 106 8
a 243 385 64
a 178 978 88
a 1023 637 14
a 409 279 7
a 969 339 83
a 142 166 59
a 161 692 38
a 347 703 78
a 538 628 29
a 638 318 68
a 349 845 25
a 124 811 18
a 398 355 98
a 83 646 6
a 776 398 38
a 380 365 56
a 776 767 30
a 16 155 64
a 42 109 36
a 468 734 59
a 902 146 79
a 882 500 96
a 713 527 7
a 424 44 72
a 231 8 95
a 178 1009 61
a 783 430 27
a 928 62 55
a 595 744 75
a 347 624 56
a 207 643 85
a 673 28 99
a 626 398 73
a 882 86 80
a 128 333 74
a 778 519 74
a 61 93 41
a 519 882 39
a 499 503 59
a 178 60 4
a 420 331 17
a 798 913 85
a 729 132 76
a 283 776 96
a 506 291 89
a 12 406 93
a 515 804 33
a 1002 779 2
a 588 470 83
a 302 477 29
a 67 597 56
a 498 160 70
a 875 839 56
a 14 409 93
a 331 207 19
a 836 365 50
a 168 413 28
a 104 506 16
a 96 707 99
a 473 72 71
a 880 258 46
a 483 734 14
a 695 710 77
a 819 917 93
a 808 327 6
a 1013 140 44
a 690 39 58
a 614 480 93
a 270 234 21
a 64 531 90
a 346 733 0
a 396 450 19
a 690 539 51
a 799 36 45
a 963 836 96
a 499 484 16
a 914 248 81
a 507 337 68
a 211 695 66
a 850 324 72
a 937 42 19
a 675 74 33
a 432 899 33
a 681 248 67
a 410 194 33
a 496 16 41
a 323 722 77
a 204 515 48
a 205 107 76
a 181 569 91
a 510 52 58
a 536 16 84
a 29 817 53
a 418 580 37
a 575 1014 94
a 791 752 44
a 202 411 78
a 427 835 88
a 650 577 15
a 449 385 48
a 166 545 44
a 169 306 9
a 289 867 33
a 544 621 70
a 353 1012 13
a 679 216 44
a 153 642 53
a 736 379 66
a 776 622 56
a 292 818 74
a 610 353 69
a 40 564 35
a 761 705 98
a 202 349 22
a 76 833 4
a 429 902 37
a 862 1010 97
a 29 883 67
a 255 698 19
a 129 284 32
a 622 71 85
a 835 165 55
a 89 864 63
a 265 450 94
a 712 129 73
a 762 47 61
a 14 515 58
a 775 96 21
a 961 632 13
a 78 809 17
a 331 242 46
a 153 706 77
a 360 289 77
a 848 876 76
a 579 983 75
a 301 992 27
a 121 621 38
a 728 970 39
a 726 523 62
a 388 576 18
a 84 988 96
a 603 892 71
a 566 457 5
a 445 250 41
a 530 1011 65
a 495 950 6
a 552 444 66
a 267 522 27
a 154 1006 81
a 251 458 78
a 749 871 12
a 449 382 60
a 51 795 74
a 480 305 65
a 762 630 28
a 655 663 87
a 168 158 29
a 235 354 91
a 658 613 62
a 260 697 29
a 318 272 69
a 991 814 82
a 487 105 34
a 891 637 67
a 326 327 19
a 537 253 41
a 50 351 22
a 465 996 9
a 236 539 60
a 626 350 79
a 958 247 27
a 142 931 54
a 282 1007 6
a 848 379 55
a 142 101 77
a 291 132 2
a 389 914 64
a 851 883 87
a 391 172 98
a 278 423 58
a 1019 781 17
a 130 888 96
a 835 121 62
a 363 438 10
a 486 205 11
a 544 498 97
a 626 407 65
a 884 96 46
a 550 743 43
a 642 795 60
a 646 701 22
a 634 134 82
a 528 610 45
a 469 684 52
a 1002 670 22
a 547 841 83
a 504 246 20
a 242 54 55
a 892 854 76
a 769 374 84
a 420 780 85
a 811 751 33
a 836 705 40
a 134 463 53
a 518 31 9
a 374 823 23
a 818 978 36
a 717 44 75
a 219 748 60
a 244 733 3
a 377 109 74
a 92 735 26
a 820 42 17
a 136 613 14
a 865 95 9
a 838 784 52
a 155 379 95
a 556 412 89
a 344 962 54
a 42 40 24
a 610 222 85
a 35 704 13
a 281 341 82
a 535 207 33
a 652 358 54
a 569 434 43
a 7 745 28
a 613 248 70
a 419 888 16
a 814 218 40
a 231 306 48
a 16 155 27
a 188 446 60
a 834 258 73
a 336 319 20
a 400 940 76
a 603 613 85
a 1006 603 49
a 383 179 12
a 492 459 57
a 410 193 22
a 557 578 61
a 178 454 76
a 28 796 15
a 667 713 94
a 289 700 90
a 1023 539 36
a 157 122 44
a 789 958 38
a 860 151 52
a 278 841 81
a 228 476 27
a 762 2 1
a 639 534 27
a 677 948 9
a 940 228 11
a 180 24 29
a 394 190 23
a 939 77 81
a 262 101 8
a 714 252 35
a 849 825 45
a 1016 305 95
a 995 451 82
a 662 141 67
a 499 701 74
a 886 179 18
a 944 867 13
a 640 151 93
a 231 660 1
a 506 844 26
a 342 431 42
a 353 223 91
a 674 335 8
a 964 324 70
a 22 496 57
a 559 700 38
a 216 925 43
a 460 672 40
a 920 405 9
a 801 541 57
a 860 395 53
a 708 595 73
a 37 935 84
a 577 94 74
a 39 635 15
a 618 891 56
a 629 559 69
a 941 30 84
a 304 218 94
a 946 276 15
a 508 126 95
a 191 426 21
a 25 349 93
a 75 848 66
a 416 911 10
a 201 179 44
a 717 879 32
a 922 803 0
a 699 671 33
a 193 437 80
a 809 147 26
a 343 957 49
a 362 163 95
a 198 896 29
a 260 684 19
a 471 968 94
a 408 801 84
a 673 787 80
a 302 800 23
a 754 379 90
a 229 593 88
a 641 80 69
a 44 528 75
a 1015 433 78
a 904 174 47
a 1018 956 39
a 410 536 14
a 746 366 79
a 382 973 80
a 1005 721 52
a 553 733 49
a 127 140 5
a 174 1008 49
a 661 835 31
a 44 971 37
a 206 693 97
a 193 308 24
a 655 398 21
a 466 821 81
a 841 124 29
a 222 357 58
a 398 596 49
a 378 512 66
a 562 433 6
a 298 455 57
a 926 152 19
a 121 571 58
a 130 584 31
a 1021 55 41
a 523 666 6
a 260 379 95
a 78 423 41
a 331 532 82
a 939 193 30
a 329 1020 80
a 611 914 15
a 993 978 10
a 405 602 90
a 863 503 61
a 760 202 57
a 958 361 26
a 431 1003 29
a 364 281 65
a 180 710 90
a 273 481 52
a 164 81 29
a 326 481 2
a 885 538 71
a 628 701 91
a 293 510 40
a 308 191 93
a 206 1009 32
a 658 247 67
a 720 574 39
a 224 109 15
a 814 829 25
a 675 676 47
a 781 608 71
a 435 390 71
a 702 307 64
a 168 514 24
a 615 259 88
a 443 311 68
a 529 430 19
a 994 902 68
a 759 245 74
a 996 37 88
a 888 33 8
a 547 501 60
a 147 280 80
a 196 581 65
a 792 757 35
a 304 407 3
a 69 689 51
a 970 371 96
a 693 282 20
a 614 931 56
a 4 999 35
a 83 240 96
a 1010 674 32
a 746 275 16
a 804 625 95
a 929 637 41
a 628 472 43
a 314 625 33
a 628 183 79
a 883 454 78
a 308 949 11
a 772 381 81
a 165 119 21
a 809 565 35
a 271 829 93
a 380 46 93
a 100 731 17
a 508 95 18
a 853 506 64
a 274 878 92
a 944 296 56
a 116 530 75
a 366 460 4
a 434 855 54
a 978 774 11
a 358 894 35
a 334 677 55
a 64 913 63
a 725 252 70
a 234 463 11
a 989 359 13
a 904 1012 50
a 866 693 62
a 808 326 82
a 676 604 85
a 193 22 99
a 290 571 87
a 91 765 16
a 349 535 44
a 507 697 73
a 794 5 86
a 743 562 63
a 37 922 90
a 894 868 81
a 435 360 21
a 1006 979 94
a 663 563 11
a 351 1019 19
a 865 288 72
a 249 401 32
a 329 232 53
a 77 499 89
a 736 106 19
a 353 306 6
a 982 426 93
a 55 257 46
a 626 977 84
a 886 802 14
a 842 152 34
a 31 45 43
a 692 822 84
a 13 415 47
a 422 963 12
a 55 433 7
a 48 17 23
a 274 156 76
a 169 550 32
a 197 838 22
a 715 296 6
a 865 745 2
a 1 490 33
a 949 748 95
a 972 663 57
a 539 676 20
a 87 658 94
a 34 436 65
a 537 65 9
a 666 269 84
a 198 246 78
a 27 70 14
a 769 281 83
a 254 364 25
a 566 836 19
a 201 365 90
a 118 301 35
a 794 234 96
a 533 618 52
a 776 579 5
a 886 834 57
a 236 447 89
a 295 3 63
a 399 1001 49
a 440 411 5
a 796 228 8
a 449 342 82
a 920 352 35
a 970 889 47
a 968 735 96
a 714 979 42
a 146 871 52
a 512 459 39
a 593 938 4
a 916 1016 48
a 512 861 9
a 736 868 97
a 981 873 56
a 445 548 56
a 87 434 14
a 967 398 92
a 811 526 57
a 385 333 70
a 225 231 6
a 464 374 6
a 177 79 40
a 369 766 56
a 982 164 44
a 1013 242 8
a 175 529 90
a 760 363 23
a 1000 702 11
a 550 815 87
a 7 416 99
a 1014 940 97
a 450 888 78
a 311 858 75
a 498 832 35
