c FILE			: 2_11.txt
a 1852 1951 41
a 971 686 49
a 399 1903 22
a 335 1790 96
a 1220 1454 39
a 1150 1558 46
a 82 480 6
a 1966 983 26
a 646 1141 36
a 1447 1529 58
a 338 1367 61
a 1727 974 16
a 735 63 6
a 658 1960 61
a 924 1503 50
a 1394 1786 22
a 1546 329 70
a 482 1657 1
a 690 978 23
a 1887 102 69
a 714 82 72
a 133 505 0
a 90 1973 30
a 1505 1245 92
a 1599 1642 44
a 1887 1206 49
a 1213 1201 92
a 1198 1366 18
a 1179 369 61
a 292 1865 70
a 1105 824 21
a 1342 1884 24
a 952 510 26
a 827 1597 37
a 248 1103 52
a 646 647 98
a 300 1753 82
a 668 1949 77
a 90 871 83
a 1050 958 52
a 511 1201 7
a 62 911 80
a 514 409 55
a 614 719 58
a 150 366 44
a 273 409 87
a 1536 1088 94
a 1562 1063 93
a 1677 1546 53
a 1717 220 13
a 897 936 8
a 749 101 93
a 1831 1450 30
a 1640 996 72
a 1510 1820 56
a 1446 464 46
a 149 1446 74
a 902 1792 48
a 82 1265 23
a 279 1125 62
a 581 354 32
a 2022 180 45
a 740 1784 45
a 2 814 30
a 1411 514 77
a 1025 916 68
a 1302 517 10
a 309 214 53
a 983 178 81
a 1506 897 54
a 1076 1797 69
a 981 1459 57
a 123 1961 29
a 1516 1224 79
a 1019 1574 73
a 5 92 51
a 2018 1475 70
a 706 759 20
a 1038 393 13
a 1511 251 12
a 445 222 64
a 601 315 47
a 1062 374 80
a 1979 522 55
a 604 1273 82
a 1347 257 17
a 1846 562 24
a 528 21 51
a 447 1226 57
a 706 1242 56
a 1107 1193 17
a 1450 698 37
a 870 482 48
a 678 1828 5
a 1537 881 84
a 1861 28 8
a 1338 1667 19
a 400 169 83
a 395 1832 66
a 975 1709 6
a 357 71 11
a 668 1581 32
a 1893 31 45
a 111 630 19
a 861 989 86
a 798 1799 76
a 635 1142 7
a 291 1329 94
a 565 1094 67
a 691 781 54
a 232 622 13
a 265 467 61
a 775 1077 48
a 1493 1455 42
a 362 1737 86
a 1052 1292 37
a 1269 262 48
a 945 1187 15
a 1576 1849 2
a 609 1600 64
a 274 1442 60
a 77 1224 94
a 234 1967 46
a 1459 638 41
a 700 1236 57
a 191 1403 33
a 960 1561 35
a 27 143 26
a 510 1396 56
a 1127 1709 87
a 1904 2044 15
a 1772 1143 24
a 267 1259 12
a 1106 885 27
a 1152 1978 89
a 952 470 84
a 275 347 76
a 24 504 15
a 1082 248 6
a 443 1913 90
a 186 1531 40
a 761 1991 23
a 1402 1204 41
a 939 1941 60
a 914 652 89
a 1332 1324 79
a 567 782 65
a 318 768 20
a 908 1820 33
a 2021 433 37
a 768 491 75
a 886 290 68
a 586 1056 13
a 97 725 56
a 1715 1458 24
a 567 1208 19
a 840 1861 43
a 2002 843 25
a 1308 1649 82
a 251 1580 48
a 179 1509 76
a 1087 1266 19
a 1191 1175 14
a 1812 1256 46
a 276 419 68
a 174 113 74
a 899 932 44
a 1892 2032 60
a 2005 1031 59
a 1394 581 96
a 1582 1372 99
a 167 266 92
a 116 547 57
a 587 1789 18
a 1453 1447 81
a 1209 1878 1
a 659 1258 9
a 1195 1433 2
a 1532 1923 69
a 1905 335 77
a 1778 201 19
a 1539 1007 13
a 61 386 83
a 433 860 47
a 1911 2021 56
a 1547 2021 86
a 1562 796 12
a 894 1951 19
a 990 680 36
a 509 1072 13
a 890 442 12
a 1387 1620 28
a 1637 1431 35
a 1862 1109 11
a 1911 81 19
a 191 1850 50
a 318 752 91
a 317 959 28
a 921 2039 74
a 592 374 68
a 1850 5 4
a 325 1249 76
a 1642 1670 45
a 1084 1115 73
a 296 191 71
a 2041 178 60
a 1769 1650 65
a 1176 176 34
a 833 1868 16
a 1237 299 14
a 131 1102 48
a 1118 1700 31
a 1036 1825 56
a 1830 195 2
a 1315 1889 43
a 1557 1389 85
a 1521 895 45
a 565 346 9
a 782 177 15
a 1172 126 84
a 1950 294 7
a 352 1843 57
a 260 17 3
a 1876 1646 36
a 1621 693 55
a 172 647 53
a 845 1213 83
a 687 1915 15
a 1539 354 10
a 1855 1495 16
a 740 1963 63
a 383 1891 34
a 1349 1387 33
a 366 1739 73
a 744 1584 12
a 1161 1263 0
a 1786 1923 23
a 146 1420 15
a 92 1454 82
a 351 897 93
a 1799 1772 90
a 1452 497 64
a 1339 1613 28
a 1306 1209 87
a 1000 1447 34
a 1278 1645 91
a 462 1031 84
a 1647 577 89
a 1134 950 5
a 1083 1887 95
a 1844 1242 48
a 378 551 66
a 62 358 44
a 1898 1806 43
a 1663 643 94
a 466 992 72
a 1362 1716 53
a 1136 1095 75
a 704 1163 10
a 1673 614 52
a 1835 1332 85
a 1671 1621 22
a 1323 1059 39
a 150 1716 70
a 297 421 6
a 1626 347 64
a 1269 1286 9
a 1565 1274 20
a 322 1663 76
a 938 1446 23
a 1350 831 86
a 1926 1039 56
a 2002 436 74
a 1642 1160 92
a 564 118 11
a 1920 944 76
a 58 1207 40
a 1809 1817 43
a 1956 805 97
a 536 818 92
a 1477 739 51
a 1519 1820 83
a 324 885 82
a 1835 1951 53
a 812 1251 69
a 1661 1007 21
a 1234 319 26
a 12 1030 6
a 1019 1330 79
a 1582 1330 37
a 1408 835 39
a 520 962 45
a 1238 50 52
a 606 1923 70
a 1067 1763 71
a 545 687 52
a 832 657 59
a 1786 1481 36
a 1261 1867 25
a 1495 1719 85
a 905 1878 97
a 26 768 96
a 694 1931 20
a 1055 1402 29
a 190 1715 36
a 1829 653 19
a 877 1333 93
a 612 1016 84
a 1437 1542 52
a 1114 63 97
a 1431 782 86
a 1939 1313 24
a 1197 160 14
a 699 830 8
a 330 447 88
a 1786 171 34
a 1231 1170 86
a 950 266 11
a 1310 148 29
a 1584 104 49
a 304 1701 5
a 1101 164 95
a 1343 1066 1
a 515 814 20
a 1592 498 44
a 1677 1908 92
a 1126 1838 14
a 1325 1614 58
a 1372 725 76
a 756 1688 80
a 522 50 85
a 745 379 13
a 1207 773 48
a 514 730 70
a 199 1642 73
a 835 1280 31
a 463 1048 85
a 1049 1996 56
a 924 489 23
a 1682 998 92
a 1431 163 17
a 1948 710 78
a 1287 1262 60
a 26 1480 10
a 938 1645 6
a 224 1734 90
a 763 604 23
a 42 1467 32
a 1882 1430 88
a 1515 1398 19
a 1679 1667 59
a 321 1915 22
a 333 154 5
a 1159 156 51
a 772 566 52
a 270 897 66
a 1253 748 7
a 104 849 11
a 1214 811 31
a 1495 841 87
a 1940 736 91
a 1871 770 31
a 1925 51 90
a 1811 330 57
a 1789 22 76
a 1358 1269 27
a 353 1790 84
a 933 1124 95
a 1905 783 56
a 1575 1562 22
a 1907 1574 33
a 433 613 84
a 774 300 1
a 248 578 44
a 1640 1677 87
a 131 837 30
a 1012 1883 37
a 279 1130 8
a 243 1409 64
a 1202 978 88
a 1023 1661 14
a 1433 279 7
a 1993 1363 83
a 1166 166 59
a 161 692 38
a 347 703 78
a 1562 1652 29
a 1662 1342 68
a 1373 845 25
a 1148 1835 18
a 398 1379 98
a 83 646 6
a 1800 398 38
a 1404 1389 56
a 1800 767 30
a 1040 155 64
a 1066 109 36
a 1492 1758 59
a 902 146 79
a 882 1524 96
a 1737 1551 7
a 424 1068 72
a 1255 1032 95
a 178 2033 61
a 783 1454 27
a 1952 62 55
a 1619 1768 75
a 347 1648 56
a 1231 1667 85
a 1697 28 99
a 626 1422 73
a 1906 86 80
a 128 333 74
a 778 1543 74
a 61 93 41
a 1543 1906 39
a 1523 503 59
a 178 1084 4
a 420 331 17
a 1822 913 85
a 729 132 76
a 1307 776 96
a 1530 291 89
a 12 1430 93
a 1539 804 33
a 2026 779 2
a 588 1494 83
a 302 477 29
a 67 597 56
a 498 1184 70
a 1899 1863 56
a 14 409 93
a 1355 1231 19
a 836 365 50
a 1192 1437 28
a 104 1530 16
a 1120 1731 99
a 1497 1096 71
a 1904 258 46
a 1507 1758 14
a 1719 1734 77
a 819 917 93
a 1832 1351 6
a 1013 140 44
a 1714 39 58
a 614 480 93
a 1294 1258 21
a 1088 1555 90
a 346 1757 0
a 1420 450 19
a 690 539 51
a 1823 1060 45
a 1987 1860 96
a 1523 1508 16
a 914 248 81
a 1531 1361 68
a 211 1719 66
a 850 324 72
a 937 42 19
a 675 1098 33
a 432 1923 33
a 1705 248 67
a 1434 194 33
a 1520 1040 41
a 1347 1746 77
a 204 1539 48
a 1229 1131 76
a 181 1593 91
a 1534 52 58
a 1560 1040 84
a 1053 817 53
a 1442 580 37
a 575 1014 94
a 791 1776 44
a 1226 1435 78
a 427 1859 88
a 650 1601 15
a 449 385 48
a 1190 1569 44
a 1193 306 9
a 289 1891 33
a 544 1645 70
a 1377 1012 13
a 679 1240 44
a 153 642 53
a 1760 379 66
a 1800 622 56
a 292 818 74
a 610 353 69
a 1064 564 35
a 1785 705 98
a 202 349 22
a 1100 833 4
a 429 1926 37
a 1886 1010 97
a 29 1907 67
a 255 1722 19
a 1153 284 32
a 622 1095 85
a 835 1189 55
a 1113 864 63
a 265 1474 94
a 1736 129 73
a 762 1071 61
a 14 1539 58
a 1799 1120 21
a 961 1656 13
a 78 809 17
a 1355 1266 46
a 1177 706 77
a 360 289 77
a 1872 876 76
a 579 983 75
a 301 2016 27
a 1145 621 38
a 728 970 39
a 726 523 62
a 1412 1600 18
a 84 2012 96
a 603 892 71
a 566 457 5
a 445 1274 41
a 530 2035 65
a 495 950 6
a 552 444 66
a 1291 1546 27
a 154 2030 81
a 251 1482 78
a 749 1895 12
a 449 1406 60
a 51 1819 74
a 480 1329 65
a 1786 1654 28
a 1679 1687 87
a 168 158 29
a 1259 354 91
a 658 613 62
a 260 697 29
a 1342 1296 69
a 991 1838 82
a 1511 105 34
a 1915 1661 67
a 1350 1351 19
a 537 253 41
a 50 1375 22
a 465 2020 9
a 1260 1563 60
a 1650 1374 79
a 958 247 27
a 142 1955 54
a 282 1007 6
a 848 379 55
a 142 1125 77
a 291 1156 2
a 389 1938 64
a 1875 883 87
a 1415 1196 98
a 278 1447 58
a 2043 1805 17
a 130 1912 96
a 1859 1145 62
a 1387 438 10
a 1510 205 11
a 544 1522 97
a 626 407 65
a 884 96 46
a 1574 1767 43
a 1666 795 60
a 1670 1725 22
a 1658 1158 82
a 528 1634 45
a 469 1708 52
a 2026 670 22
a 547 1865 83
a 1528 1270 20
a 242 54 55
a 1916 854 76
a 769 374 84
a 420 780 85
a 811 751 33
a 1860 705 40
a 134 463 53
a 518 1055 9
a 374 1847 23
a 1842 978 36
a 1741 1068 75
a 219 748 60
a 1268 733 3
a 1401 1133 74
a 1116 735 26
a 1844 1066 17
a 1160 613 14
a 865 95 9
a 1862 1808 52
a 1179 1403 95
a 556 412 89
a 1368 1986 54
a 1066 1064 24
a 610 1246 85
a 35 704 13
a 281 341 82
a 1559 1231 33
a 1676 358 54
a 1593 434 43
a 7 745 28
a 1637 248 70
a 1443 888 16
a 1838 218 40
a 1255 306 48
a 16 155 27
a 188 1470 60
a 834 1282 73
a 336 1343 20
a 400 1964 76
a 603 1637 85
a 1006 603 49
a 383 1203 12
a 1516 459 57
a 1434 1217 22
a 557 578 61
a 1202 454 76
a 1052 1820 15
a 667 713 94
a 289 700 90
a 1023 1563 36
a 157 1146 44
a 1813 958 38
a 860 1175 52
a 1302 841 81
a 228 476 27
a 1786 1026 1
a 639 534 27
a 1701 1972 9
a 940 228 11
a 180 1048 29
a 1418 190 23
a 1963 1101 81
a 1286 101 8
a 714 252 35
a 1873 1849 45
a 1016 305 95
a 2019 1475 82
a 662 1165 67
a 1523 1725 74
a 1910 1203 18
a 944 1891 13
a 640 1175 93
a 231 1684 1
a 1530 844 26
a 1366 1455 42
a 1377 223 91
a 674 335 8
a 1988 324 70
a 22 1520 57
a 559 700 38
a 216 925 43
a 1484 672 40
a 920 1429 9
a 1825 1565 57
a 1884 1419 53
a 1732 595 73
a 1061 935 84
a 577 94 74
a 1063 635 15
a 1642 891 56
a 1653 1583 69
a 1965 1054 84
a 304 1242 94
a 1970 276 15
a 1532 1150 95
a 191 1450 21
a 1049 1373 93
a 75 1872 66
a 1440 1935 10
a 201 1203 44
a 717 1903 32
a 922 1827 0
a 699 1695 33
a 1217 1461 80
a 1833 1171 26
a 1367 1981 49
a 362 163 95
a 1222 1920 29
a 1284 684 19
a 471 968 94
a 408 1825 84
a 673 787 80
a 1326 800 23
a 1778 1403 90
a 229 593 88
a 1665 80 69
a 44 1552 75
a 1015 433 78
a 904 1198 47
a 2042 956 39
a 410 536 14
a 746 1390 79
a 382 1997 80
a 2029 721 52
a 553 1757 49
a 1151 1164 5
a 174 1008 49
a 1685 1859 31
