c FILE			: 2_8.txt
a 99 28 27
a 61 86 56
a 239 51 42
a 83 229 79
a 249 89 42
a 105 16 97
a 50 235 78
a 124 203 90
a 120 61 33
a 256 208 18
a 117 208 0
a 210 209 59
a 179 210 61
a 198 249 50
a 231 209 52
a 43 200 43
a 216 84 59
a 40 165 3
a 26 196 58
a 28 77 6
a 138 166 18
a 11 255 92
a 218 83 67
a 12 139 58
a 123 169 7
a 133 149 75
a 148 123 18
a 27 19 81
a 102 21 83
a 163 24 63
a 129 93 54
a 110 254 67
a 217 149 68
a 229 226 9
a 18 247 60
a 65 6 63
a 234 117 82
a 188 226 92
a 199 165 62
a 193 32 79
a 23 253 13
a 65 161 16
a 6 215 3
a 45 227 36
a 48 159 87
a 219 145 96
a 205 59 66
a 41 102 24
a 82 47 19
a 76 157 55
a 184 176 30
a 141 152 60
a 85 173 54
a 217 90 88
a 20 72 70
a 67 108 46
a 82 143 24
a 68 210 95
a 22 252 20
a 106 19 18
a 126 145 63
a 168 241 9
a 248 199 28
a 84 136 90
a 171 125 80
a 31 50 10
a 62 119 50
a 217 194 50
a 61 38 54
a 52 18 4
a 233 7 77
a 225 170 97
a 119 172 74
a 6 47 14
a 176 117 2
a 99 65 94
a 32 135 75
a 224 8 24
a 89 35 49
a 210 100 9
a 71 42 70
a 86 125 52
a 173 185 40
a 241 24 31
a 188 178 76
a 44 148 3
a 97 126 31
a 255 100 92
a 129 61 77
a 24 148 38
a 31 187 50
a 217 152 15
a 72 134 41
a 10 94 95
a 249 247 44
a 4 53 96
a 191 68 88
a 193 223 58
a 172 229 0
a 233 215 71
a 42 172 39
a 248 170 34
a 112 126 59
a 62 180 82
a 200 72 32
a 226 69 50
a 84 175 83
a 205 192 17
a 14 146 75
a 147 240 91
a 82 188 57
a 55 137 38
a 179 18 30
a 192 131 13
a 53 214 56
a 83 32 67
a 36 184 1
a 153 171 21
a 78 104 61
a 68 189 34
a 166 159 62
a 208 19 78
a 229 225 90
a 202 183 52
a 99 220 20
a 118 213 61
a 158 101 40
a 36 118 84
a 186 23 79
a 208 9 89
a 38 221 60
a 146 240 17
a 187 181 57
a 144 101 91
a 50 247 98
a 132 14 86
a 55 57 68
a 217 219 58
a 53 184 30
a 221 38 2
a 246 221 20
a 130 251 86
a 107 238 84
a 55 220 19
a 120 70 0
a 56 118 3
a 132 255 41
a 106 80 54
a 94 111 50
a 225 182 46
a 162 3 34
a 108 166 99
a 180 254 34
a 232 118 38
a 113 241 26
a 229 239 66
a 56 171 72
a 86 187 1
a 8 18 83
a 204 154 47
a 42 117 77
a 225 199 59
a 189 89 98
a 157 84 40
a 78 182 59
a 31 131 43
a 40 189 77
a 1 105 30
a 242 195 68
a 167 248 50
a 79 98 47
a 163 165 89
a 67 88 12
a 254 119 43
a 193 100 35
a 58 165 24
a 206 88 13
a 129 37 34
a 4 152 53
a 30 2 98
a 134 199 89
a 232 40 42
a 3 224 48
a 85 235 11
a 142 70 36
a 51 235 6
a 92 131 21
a 37 175 65
a 115 70 3
a 2 254 96
a 68 29 74
a 20 67 69
a 100 54 40
a 208 225 68
a 94 83 80
a 63 49 67
a 43 126 39
a 62 80 77
a 240 26 39
a 253 251 26
a 54 64 70
a 6 176 30
a 63 137 89
a 120 179 89
a 144 128 21
a 198 225 37
a 247 197 82
a 218 197 44
a 56 66 51
a 178 153 18
a 57 63 84
a 185 237 13
a 71 59 47
a 222 8 50
a 253 18 58
a 28 73 77
a 255 189 0
a 87 53 40
a 181 224 30
a 212 101 77
a 100 196 95
a 156 193 28
a 86 145 91
a 170 87 37
a 198 69 1
a 136 80 96
a 155 188 34
a 155 106 77
a 134 84 23
a 102 37 23
a 30 119 99
a 158 153 26
a 6 86 10
a 93 103 80
a 145 214 34
a 218 14 99
a 253 213 43
a 66 166 22
a 57 179 8
a 251 124 97
a 10 251 94
a 140 75 75
a 181 7 19
a 235 75 73
a 111 24 11
a 130 172 83
a 5 207 63
a 238 226 82
a 55 89 69
a 206 60 21
a 7 200 27
a 196 240 95
a 21 64 43
a 165 1 14
a 63 18 96
a 116 236 43
a 182 217 35
a 245 82 4
a 166 201 71
a 175 214 35
a 231 234 60
a 232 108 59
a 39 207 6
a 11 143 13
a 83 210 5
a 25 84 7
a 31 116 34
a 103 110 94
a 69 119 31
a 11 251 11
a 159 204 91
a 29 24 66
a 223 120 84
a 218 147 82
a 155 42 20
a 221 179 39
a 94 165 11
a 88 49 60
a 119 212 26
a 129 165 22
a 234 230 56
a 90 76 32
a 67 6 47
a 153 61 69
a 86 220 38
a 69 112 63
a 95 140 98
a 28 43 71
a 205 226 6
a 65 197 96
a 12 219 21
a 135 84 66
a 157 179 96
a 22 152 31
a 255 188 98
a 154 70 45
a 66 112 90
a 49 255 45
a 103 222 22
a 203 27 82
a 230 105 49
a 15 63 2
a 251 73 76
a 232 36 69
a 208 149 55
a 81 68 15
a 40 234 28
a 137 73 89
a 100 228 72
a 241 164 70
a 30 195 67
a 172 228 63
a 155 236 23
a 198 242 17
a 54 245 32
a 168 4 58
a 91 10 68
a 153 223 52
a 125 116 8
a 60 121 43
a 12 142 75
a 251 253 99
a 116 176 91
a 63 127 63
a 69 113 72
a 67 35 91
a 249 150 93
a 65 56 35
a 130 215 99
a 82 167 30
a 210 154 21
a 17 176 21
a 1 247 20
a 11 2 49
a 10 222 41
a 24 63 56
a 124 175 26
a 245 144 61
a 252 174 22
a 53 102 38
a 6 15 58
a 230 110 18
a 101 189 51
a 46 74 79
a 137 73 43
a 8 58 48
a 232 32 73
a 41 160 7
a 95 222 36
a 102 184 54
a 241 44 32
a 220 192 59
a 8 48 57
a 155 122 65
a 67 163 90
a 192 78 32
a 42 199 35
a 168 222 97
a 163 211 13
a 217 216 59
a 149 219 39
a 62 69 5
a 197 191 29
a 178 85 26
a 68 138 62
a 95 7 54
a 99 28 38
a 113 96 78
a 177 247 10
a 132 49 48
a 223 20 44
a 113 119 25
a 187 6 17
a 78 178 10
a 4 171 55
a 176 96 35
a 42 8 37
a 171 197 27
a 104 75 29
a 86 32 23
a 129 10 42
a 233 147 81
a 24 42 6
a 25 205 97
a 161 69 14
a 43 170 64
a 160 44 63
a 139 170 33
a 133 233 52
a 2 73 1
a 124 195 33
a 119 33 17
a 181 109 80
a 69 177 9
a 196 117 57
a 33 76 3
a 7 238 43
a 188 232 73
a 133 89 75
a 211 91 53
a 61 152 23
a 2 206 11
a 238 136 14
a 168 47 24
a 156 175 56
a 197 219 44
a 193 64 93
a 215 176 54
a 119 226 36
a 215 44 6
a 66 75 49
a 170 124 12
a 80 40 55
a 237 176 9
a 170 114 1
a 159 84 14
a 81 27 85
a 183 209 35
a 60 142 22
a 79 26 67
a 42 84 70
a 101 159 20
a 5 75 16
a 234 29 15
a 24 173 32
a 200 141 84
a 153 136 47
a 108 95 70
a 60 159 41
a 203 174 49
a 143 111 22
a 79 254 96
a 196 174 39
a 126 22 46
a 82 224 6
a 174 215 26
a 134 117 36
a 167 249 58
a 82 87 61
a 191 206 16
a 223 63 6
a 146 168 61
a 156 223 50
a 114 250 22
a 10 73 70
a 226 121 1
a 178 210 23
a 95 102 69
a 202 82 72
a 133 249 0
a 90 181 30
a 225 221 92
a 63 106 44
a 95 182 49
a 189 177 92
a 174 86 18
a 155 113 61
a 36 73 70
a 81 56 21
a 62 92 24
a 184 254 26
a 59 61 37
a 248 79 52
a 134 135 98
a 44 217 82
a 156 157 77
a 90 103 83
a 26 190 52
a 255 177 7
a 62 143 80
a 2 153 55
a 102 207 58
a 150 110 44
a 17 153 87
a 256 64 94
a 26 39 93
a 141 10 53
a 181 220 13
a 129 168 8
a 237 101 93
a 39 170 30
a 104 228 72
a 230 28 56
a 166 208 46
a 149 166 74
a 134 256 48
a 82 241 23
a 23 101 62
a 69 98 32
a 230 180 45
a 228 248 45
a 2 46 30
a 131 2 77
a 1 148 68
a 22 5 10
a 53 214 53
a 215 178 81
a 226 129 54
a 52 5 69
a 213 179 57
a 123 169 29
a 236 200 79
a 251 38 73
a 5 92 51
a 226 195 70
a 194 247 20
a 14 137 13
a 231 251 12
a 189 222 64
a 89 59 47
a 38 118 80
a 187 10 55
a 92 249 82
a 67 1 17
a 54 50 24
a 16 21 51
a 191 202 57
a 194 218 56
a 83 169 17
a 170 186 37
a 102 226 48
a 166 36 5
a 1 113 84
a 69 28 8
a 58 131 19
a 144 169 83
a 139 40 66
a 207 173 6
a 101 71 11
a 156 45 32
a 101 31 45
a 111 118 19
a 93 221 86
a 30 7 76
a 123 118 7
a 35 49 94
a 53 70 67
a 179 13 54
a 232 110 13
a 9 211 61
a 7 53 48
a 213 175 42
a 106 201 86
a 28 12 37
a 245 6 48
a 177 163 15
a 40 57 2
a 97 64 64
a 18 162 60
a 77 200 94
a 234 175 46
a 179 126 41
a 188 212 57
a 191 123 33
a 192 25 35
a 27 143 26
a 254 116 56
a 103 173 87
a 112 252 15
a 236 119 24
a 11 235 12
a 82 117 27
a 128 186 89
a 184 214 84
a 19 91 76
a 24 248 15
a 58 248 6
a 187 121 90
a 186 251 40
a 249 199 23
a 122 180 41
a 171 149 60
a 146 140 89
a 52 44 79
a 55 14 65
a 62 256 20
a 140 28 33
a 229 177 37
a 256 235 75
a 118 34 68
a 74 32 13
a 97 213 56
a 179 178 24
a 55 184 19
a 72 69 43
a 210 75 25
a 28 113 82
a 251 44 48
a 179 229 76
a 63 242 19
a 167 151 14
a 20 232 46
a 20 163 68
a 174 113 74
a 131 164 44
a 100 240 60
a 213 7 59
a 114 69 96
a 46 92 99
a 167 10 92
a 116 35 57
a 75 253 18
a 173 167 81
a 185 86 1
a 147 234 9
a 171 153 2
a 252 131 69
a 113 79 77
a 242 201 19
a 3 239 13
a 61 130 83
a 177 92 47
a 119 229 56
a 11 229 86
a 26 28 12
a 126 159 19
a 222 168 36
a 253 48 13
a 122 186 12
a 107 84 28
a 101 151 35
a 70 85 11
a 119 81 19
a 191 58 50
a 62 240 91
a 61 191 28
a 153 247 74
a 80 118 68
a 58 5 4
a 69 225 76
a 106 134 45
a 60 91 73
a 40 191 71
a 249 178 60
a 233 114 65
a 152 176 34
a 65 76 16
a 213 43 14
a 131 78 48
a 94 164 31
a 12 33 56
a 38 195 2
a 35 97 43
a 21 109 85
a 241 127 45
a 53 90 9
a 14 177 15
a 148 126 84
a 158 38 7
a 96 51 57
a 4 17 3
a 84 110 36
a 85 181 55
a 172 135 53
a 77 189 83
a 175 123 15
a 3 98 10
a 63 215 16
a 228 171 63
a 127 99 34
a 69 107 33
a 110 203 73
a 232 48 12
a 137 239 0
a 250 131 23
a 146 140 15
a 92 174 82
a 95 129 93
a 7 236 90
a 172 241 64
a 59 77 28
a 26 185 87
a 232 167 34
a 254 109 91
a 206 7 84
a 111 65 89
a 110 182 5
a 59 95 95
a 52 218 48
a 122 39 66
a 62 102 44
a 106 14 43
a 127 131 94
a 210 224 72
a 82 180 53
a 112 71 75
a 192 139 10
a 137 102 52
a 43 52 85
a 135 85 22
a 43 35 39
a 150 180 70
a 41 165 6
a 90 91 64
a 245 6 9
a 29 250 20
a 66 127 76
a 170 166 23
a 70 63 86
a 134 15 56
a 210 180 74
a 106 136 92
a 52 118 11
a 128 176 76
a 58 183 40
a 17 25 43
a 164 37 97
a 24 50 92
a 197 227 51
a 239 28 83
a 68 117 82
a 43 159 53
a 44 227 69
a 125 239 21
a 210 63 26
a 12 6 6
a 251 50 79
a 46 50 37
a 128 67 39
a 8 194 45
a 214 50 52
a 94 131 70
a 43 227 71
a 33 175 52
a 64 145 59
a 250 201 36
a 237 75 25
a 215 183 85
a 137 86 97
a 26 256 96
a 182 139 20
a 31 122 29
a 190 179 36
a 37 141 19
a 109 53 93
a 100 248 84
a 157 6 52
a 90 63 97
a 151 14 86
a 147 33 24
a 173 160 14
a 187 62 8
a 74 191 88
a 250 171 34
a 207 146 86
a 182 10 11
a 30 148 29
a 48 104 49
a 48 165 5
a 77 164 95
a 63 42 1
a 3 46 20
a 56 242 44
a 141 116 92
a 102 46 14
a 45 78 58
a 92 213 76
a 244 152 80
a 10 50 85
a 233 123 13
a 183 5 48
a 2 218 70
a 199 106 73
a 67 256 31
a 207 24 85
a 25 204 56
a 156 233 23
a 146 230 92
a 151 163 17
a 156 198 78
a 7 238 60
a 26 200 10
a 170 109 6
a 224 198 90
a 251 92 23
a 42 187 32
a 90 150 88
a 235 118 19
a 143 131 59
a 65 123 22
a 77 154 5
a 135 156 51
a 4 54 52
a 14 129 66
a 229 236 7
a 104 81 11
a 190 43 31
a 215 73 87
a 148 224 91
a 79 2 31
a 133 51 90
a 19 74 57
a 253 22 76
a 78 245 27
a 97 254 84
a 165 100 95
a 113 15 56
a 39 26 22
a 115 38 33
a 177 101 84
a 6 44 1
a 248 66 44
a 104 141 87
a 131 69 30
a 244 91 37
a 23 106 8
a 243 129 64
a 178 210 88
a 255 125 14
a 153 23 7
a 201 83 83
a 142 166 59
a 161 180 38
a 91 191 78
a 26 116 29
a 126 62 68
a 93 77 25
a 124 43 18
a 142 99 98
a 83 134 6
a 8 142 38
a 124 109 56
a 8 255 30
a 16 155 64
a 42 109 36
a 212 222 59
a 134 146 79
a 114 244 96
a 201 15 7
a 168 44 72
a 231 8 95
a 178 241 61
a 15 174 27
a 160 62 55
a 83 232 75
a 91 112 56
a 207 131 85
a 161 28 99
a 114 142 73
a 114 86 80
a 128 77 74
a 10 7 74
a 61 93 41
a 7 114 39
a 243 247 59
a 178 60 4
a 164 75 17
a 30 145 85
a 217 132 76
a 27 8 96
a 250 35 89
a 12 150 93
a 3 36 33
a 234 11 2
a 76 214 83
a 46 221 29
a 67 85 56
a 242 160 70
a 107 71 56
a 14 153 93
a 75 207 19
a 68 109 50
a 168 157 28
a 104 250 16
a 96 195 99
a 217 72 71
a 112 2 46
a 227 222 14
a 183 198 77
a 51 149 93
a 40 71 6
a 245 140 44
a 178 39 58
a 102 224 93
a 14 234 21
a 64 19 90
a 90 221 0
a 140 194 19
a 178 27 51
a 31 36 45
a 195 68 96
a 243 228 16
a 146 248 81
a 251 81 68
a 211 183 66
a 82 68 72
a 169 42 19
a 163 74 33
a 176 131 33
a 169 248 67
a 154 194 33
a 240 16 41
a 67 210 77
a 204 3 48
a 205 107 76
a 181 57 91
a 254 52 58
a 24 16 84
a 29 49 53
a 162 68 37
a 63 246 94
a 23 240 44
a 202 155 78
a 171 67 88
a 138 65 15
a 193 129 48
a 166 33 44
a 169 50 9
a 33 99 33
a 32 109 70
a 97 244 13
a 167 216 44
a 153 130 53
a 224 123 66
a 8 110 56
a 36 50 74
a 98 97 69
a 40 52 35
a 249 193 98
a 202 93 22
a 76 65 4
a 173 134 37
a 94 242 97
a 29 115 67
a 255 186 19
a 129 28 32
a 110 71 85
a 67 165 55
a 89 96 63
a 9 194 94
a 200 129 73
a 250 47 61
a 14 3 58
a 7 96 21
a 193 120 13
a 78 41 17
a 75 242 46
a 153 194 77
a 104 33 77
a 80 108 76
a 67 215 75
a 45 224 27
a 121 109 38
a 216 202 39
a 214 11 62
a 132 64 18
a 84 220 96
a 91 124 71
a 54 201 5
a 189 250 41
a 18 243 65
a 239 182 6
a 40 188 66
a 11 10 27
a 154 238 81
a 251 202 78
a 237 103 12
a 193 126 60
a 51 27 74
a 224 49 65
a 250 118 28
a 143 151 87
a 168 158 29
a 235 98 91
a 146 101 62
a 4 185 29
a 62 16 69
a 223 46 82
a 231 105 34
a 123 125 67
a 70 71 19
a 25 253 41
a 50 95 22
a 209 228 9
a 236 27 60
a 114 94 79
a 190 247 27
a 142 163 54
a 26 239 6
a 80 123 55
a 142 101 77
a 35 132 2
a 133 146 64
a 83 115 87
a 135 172 98
a 22 167 58
a 251 13 17
a 130 120 96
a 67 121 62
a 107 182 10
a 230 205 11
a 32 242 97
a 114 151 65
a 116 96 46
a 38 231 43
a 130 27 60
a 134 189 22
a 122 134 82
a 16 98 45
a 213 172 52
a 234 158 22
a 35 73 83
a 248 246 20
a 242 54 55
a 124 86 76
a 1 118 84
a 164 12 85
a 43 239 33
a 68 193 40
a 134 207 53
a 6 31 9
a 118 55 23
a 50 210 36
a 205 44 75
a 219 236 60
a 244 221 3
a 121 109 74
a 92 223 26
a 52 42 17
a 136 101 14
a 97 95 9
a 70 16 52
a 155 123 95
a 44 156 89
a 88 194 54
a 42 40 24
a 98 222 85
a 35 192 13
a 25 85 82
a 23 207 33
a 140 102 54
a 57 178 43
a 7 233 28
a 101 248 70
a 163 120 16
a 46 218 40
a 231 50 48
a 16 155 27
a 188 190 60
a 66 2 73
a 80 63 20
a 144 172 76
a 91 101 85
a 238 91 49
a 127 179 12
a 236 203 57
a 154 193 22
a 45 66 61
a 178 198 76
a 155 201 15
a 33 188 94
a 255 27 90
a 157 122 36
a 21 190 44
a 92 151 38
a 22 73 52
a 228 220 81
a 250 2 27
a 127 22 1
a 165 180 27
a 172 228 9
a 180 24 11
a 138 190 29
a 171 77 23
a 6 101 81
a 202 252 8
a 81 57 35
a 248 49 45
a 227 195 95
a 150 141 82
a 243 189 67
a 118 179 74
a 176 99 18
a 128 151 13
a 231 148 93
a 250 76 1
a 86 175 26
a 97 223 42
a 162 79 91
a 196 68 8
a 22 240 70
a 47 188 57
a 216 157 38
a 204 160 43
a 152 149 40
a 33 29 9
a 92 139 57
a 196 83 53
a 37 167 73
a 65 94 84
a 39 123 74
a 106 123 15
a 117 47 56
a 173 30 69
a 48 218 84
a 178 20 94
a 252 126 15
a 191 170 95
a 25 93 21
a 75 80 93
a 160 143 66
a 201 179 10
a 205 111 44
a 154 35 32
a 187 159 0
a 193 181 33
a 41 147 80
a 87 189 26
a 106 163 49
a 198 128 95
a 4 172 29
a 215 200 19
a 152 33 94
a 161 19 84
a 46 32 80
a 242 123 23
a 229 81 90
a 129 80 88
a 44 16 69
a 247 177 75
a 136 174 78
a 250 188 47
a 154 24 39
a 234 110 14
a 126 205 79
a 237 209 80
a 41 221 52
a 127 140 49
a 174 240 5
a 149 67 49
a 44 203 31
a 206 181 37
a 193 52 97
a 143 142 24
a 210 53 21
a 73 124 81
a 222 101 29
a 142 84 58
a 122 256 49
a 50 177 66
a 42 199 6
a 158 152 57
a 121 59 19
a 130 72 58
a 253 55 31
a 11 154 41
a 4 123 6
a 78 167 95
a 75 20 41
a 171 193 82
a 73 252 30
a 99 146 80
a 225 210 15
a 149 90 10
a 95 247 90
a 248 202 61
a 190 105 57
a 175 235 26
a 108 25 29
a 180 198 65
a 17 225 90
a 164 81 52
a 70 225 29
a 117 26 2
a 116 189 71
a 37 254 91
a 52 191 40
a 206 241 93
a 146 247 32
a 208 62 67
a 224 109 39
a 46 61 15
a 163 164 25
a 13 96 47
a 179 134 71
a 190 51 71
a 168 2 64
a 103 3 24
a 187 55 88
a 17 174 68
a 226 134 19
a 247 245 68
a 228 37 74
a 120 33 88
a 35 245 8
a 147 24 60
a 196 69 80
a 24 245 65
a 48 151 35
a 69 177 3
a 202 115 51
a 181 26 96
a 102 163 20
a 4 231 56
a 83 240 35
a 242 162 96
a 234 19 32
a 36 113 16
a 161 125 95
a 116 216 41
a 58 113 43
a 116 183 33
a 115 198 79
a 52 181 78
a 4 125 11
a 165 119 81
a 41 53 21
a 15 61 35
a 124 46 93
a 100 219 93
a 252 95 17
a 85 250 18
a 18 110 64
a 176 40 92
a 116 18 56
a 110 204 75
a 178 87 4
a 210 6 54
a 102 126 11
a 78 165 35
a 64 145 55
a 213 252 63
a 234 207 70
a 221 103 11
a 136 244 13
a 98 181 50
a 40 70 62
a 164 92 82
a 193 22 85
a 34 59 99
a 91 253 87
a 93 23 16
a 251 185 44
a 26 5 73
a 231 50 86
a 37 154 63
a 126 100 90
a 179 104 81
a 238 211 21
a 151 51 94
a 95 251 11
a 97 32 19
a 249 145 72
a 73 232 32
a 77 243 53
a 224 106 89
a 97 50 19
a 214 170 6
a 55 1 93
a 114 209 46
a 118 34 84
a 74 152 14
a 31 45 34
a 180 54 43
a 13 159 84
a 166 195 47
a 55 177 12
a 48 17 7
a 18 156 23
a 169 38 76
a 197 70 32
a 203 40 22
a 97 233 6
a 1 234 2
a 181 236 33
a 204 151 95
a 27 164 57
a 87 146 20
a 34 180 94
a 25 65 65
a 154 13 9
a 198 246 84
a 27 70 78
a 1 25 14
a 254 108 83
a 54 68 25
a 201 109 19
a 118 45 90
a 26 234 35
a 21 106 96
a 8 67 52
a 118 66 5
a 236 191 57
a 39 3 89
a 143 233 63
a 184 155 49
a 28 228 5
a 193 86 8
a 152 96 82
a 202 121 35
a 200 223 47
a 202 211 96
a 146 103 42
a 256 203 52
a 81 170 39
a 148 248 4
a 256 93 48
a 224 100 9
a 213 105 97
a 189 36 56
a 87 178 56
a 199 142 14
a 43 14 92
a 129 77 57
a 225 231 70
a 208 118 6
a 177 79 6
a 113 254 40
a 214 164 56
a 245 242 44
a 175 17 8
a 248 107 90
a 232 190 23
a 38 47 11
a 7 160 87
a 246 172 99
a 194 120 97
a 55 90 78
a 242 64 75
a 250 211 35
a 228 210 30
a 64 114 31
a 227 218 72
a 219 186 74
a 227 85 14
a 41 112 69
a 89 8 12
a 163 147 35
a 100 177 13
a 3 31 19
a 178 24 35
