c FILE			: 2_14.txt
a 5691 155 83
a 2567 15796 52
a 8826 1571 67
a 12357 13890 37
a 7808 4758 49
a 13546 1466 39
a 11351 10603 63
a 10554 8780 41
a 11357 533 92
a 9270 9318 13
a 8568 14688 6
a 13194 9083 91
a 5583 2600 73
a 8986 3362 76
a 2085 4314 78
a 9425 10518 58
a 11954 8439 59
a 15371 8412 66
a 15213 7527 15
a 15087 8602 3
a 15458 12757 79
a 14987 4186 12
a 3297 2698 18
a 9252 8186 10
a 6463 4287 42
a 11659 9261 72
a 2556 15341 24
a 14857 4030 92
a 15180 16159 68
a 7539 2697 23
a 3933 11860 89
a 7937 15313 21
a 6875 14432 92
a 2397 1728 30
a 2330 11042 22
a 15990 10712 38
a 4178 10795 89
a 15926 881 43
a 4823 5415 67
a 510 9855 2
a 14894 6302 29
a 14808 13624 76
a 712 7613 19
a 16101 8008 56
a 10699 14313 91
a 5698 9210 1
a 3604 4340 77
a 3391 3720 27
a 15034 1756 29
a 1046 251 63
a 15064 6807 96
a 7146 10652 64
a 12913 13327 80
a 15895 15969 54
a 6660 1084 84
a 11947 285 82
a 12129 11020 0
a 2992 15710 72
a 8839 2571 97
a 8285 12349 79
a 7744 9444 52
a 8776 8911 43
a 3469 2528 40
a 411 10742 50
a 556 14704 42
a 7256 15672 70
a 3246 939 23
a 9266 2509 78
a 14161 2462 98
a 3177 16162 38
a 720 9871 31
a 1115 13689 89
a 3935 11894 16
a 2204 5134 37
a 8905 10516 50
a 11901 7382 84
a 1111 15717 55
a 182 1746 22
a 5195 13649 48
a 994 6244 97
a 1609 1938 94
a 4827 10181 18
a 3964 2418 27
a 9200 13353 88
a 11633 1953 11
a 2900 1165 52
a 15216 14586 29
a 14542 9432 30
a 3117 3871 61
a 324 10145 75
a 4962 13213 36
a 2243 4377 42
a 16230 10815 44
a 1806 10903 92
a 920 8401 52
a 8692 5005 60
a 15811 3920 0
a 13795 4337 96
a 2433 15893 12
a 4123 14978 22
a 15778 14394 71
a 9403 11709 87
a 6943 15236 28
a 10924 3911 90
a 4766 16249 16
a 12243 12213 0
a 8301 1215 21
a 5544 14160 50
a 10942 10353 34
a 7239 5592 55
a 2580 8653 49
a 7141 11455 7
a 8668 10734 14
a 3345 12059 42
a 469 14979 81
a 6613 9540 16
a 15163 8237 21
a 9519 1182 5
a 7050 13229 11
a 4325 11071 89
a 12888 11757 34
a 12530 4422 6
a 2781 11586 9
a 13227 14124 74
a 2391 11929 63
a 3402 7938 67
a 2709 2752 97
a 13159 3282 48
a 7826 5477 83
a 10620 8493 66
a 744 5412 72
a 12151 9799 76
a 4512 313 99
a 10107 10855 4
a 8477 16316 42
a 3157 9467 45
a 15901 4686 95
a 13598 1053 35
a 6787 5255 13
a 1502 14646 22
a 10704 2102 94
a 13542 10539 26
a 8149 10437 42
a 9904 12994 25
a 7237 2201 11
a 3757 7495 63
a 7580 11839 34
a 4277 14896 1
a 11253 140 30
a 5051 145 84
a 15296 3239 93
a 1666 15596 47
a 6850 9961 9
a 14691 11998 82
a 11857 11307 48
a 6000 4326 94
a 9800 11732 1
a 12381 14297 41
a 10776 12210 0
a 2319 8106 31
a 6957 15334 93
a 14139 8864 65
a 15089 10077 10
a 1616 2107 54
a 6402 12197 35
a 9621 1676 81
a 5036 11085 7
a 14860 675 12
a 14560 4030 91
a 8337 3028 60
a 3204 16295 92
a 10668 15119 13
a 8404 4781 72
a 12054 12022 83
a 4231 10073 72
a 12708 4432 19
a 3410 8511 49
a 2903 15325 83
a 13695 5626 3
a 14060 1263 88
a 1434 14779 79
a 13033 11694 10
a 9810 12473 83
a 9106 13314 37
a 532 1154 61
a 10882 7677 30
a 10020 7850 40
a 13200 4321 85
a 2000 3735 28
a 1027 2768 43
a 583 3330 94
a 5557 3919 18
a 6921 4295 72
a 5602 915 99
a 2081 14578 98
a 8441 5463 82
a 1918 11367 17
a 5317 325 17
a 13584 11512 60
a 8668 9519 95
a 9167 1358 9
a 13427 15851 67
a 6480 12411 22
a 13264 13795 29
a 11651 4372 19
a 13938 1691 2
a 3229 10119 91
a 9455 6278 15
a 10251 7629 69
a 12328 4931 49
a 4856 6343 74
a 592 15480 46
a 16248 5597 61
a 6151 14215 99
a 8286 5963 61
a 6560 909 64
a 9144 9204 23
a 12725 13738 11
a 12524 4591 18
a 1461 5176 99
a 1753 7573 19
a 1042 10714 93
a 770 6759 1
a 2799 10192 63
a 14037 15060 76
a 9492 12141 84
a 9515 4169 54
a 7485 6888 12
a 2349 3351 21
a 6184 12017 42
a 14266 15730 91
a 723 14141 39
a 3459 14329 19
a 11504 2586 86
a 4839 1701 56
a 14227 11672 54
a 16311 5275 68
a 13079 878 77
a 5325 9364 27
a 7725 9858 81
a 9674 5194 62
a 10919 2069 79
a 3134 1421 53
a 14026 9810 61
a 9829 13986 33
a 13518 8294 76
a 8100 4507 13
a 6294 4709 4
a 12454 8168 85
a 2558 4974 31
a 13581 13410 51
a 3990 1167 73
a 3784 14878 19
a 9401 14074 58
a 9206 11043 31
a 5227 6785 23
a 13481 7560 5
a 2258 5162 51
a 11162 2533 88
a 11744 12743 98
a 3881 905 57
a 10179 10139 96
a 1214 6791 49
a 12283 3438 68
a 9382 15661 44
a 10570 2880 41
a 6285 14626 18
a 15342 12960 45
a 13624 914 12
a 13736 7612 18
a 4080 591 0
a 266 3041 0
a 4765 2286 56
a 16094 12772 74
a 3731 11874 46
a 3813 994 73
a 2762 664 72
a 11009 8546 55
a 13895 1996 15
a 13409 8534 41
a 9827 301 68
a 223 13983 57
a 9328 2882 52
a 5091 3233 19
a 5037 6780 91
a 5075 4711 47
a 1922 9451 35
a 4641 11299 73
a 14887 9549 84
a 3249 10008 19
a 11190 8805 34
a 15572 9116 52
a 15923 6316 18
a 10353 12959 38
a 7011 10780 27
a 2109 5974 56
a 15343 51 42
a 8787 15845 79
a 3833 10841 42
a 9065 6928 97
a 2866 1771 78
a 16252 8907 90
a 15992 1853 33
a 1280 2256 18
a 8565 6608 0
a 7122 13265 59
a 12723 3538 61
a 15814 1273 50
a 999 5329 52
a 14635 2504 43
a 14296 12884 59
a 296 1957 3
a 7706 14020 58
a 1308 6733 6
a 7562 2726 18
a 2571 3839 92
a 16346 2387 67
a 11788 9099 58
a 3963 1961 7
a 11909 917 75
a 7828 4731 18
a 11803 13075 81
a 5478 9237 83
a 8099 4632 63
a 6273 5725 54
a 4718 12542 67
a 4057 405 68
a 13797 11490 9
a 2322 9975 60
a 7489 9478 63
a 6378 7029 82
a 15804 4066 92
a 6087 6053 62
a 2753 12832 79
a 2071 5117 13
a 11073 417 16
a 5638 4823 3
a 3885 2531 36
a 15920 9375 87
a 16091 13969 96
a 7885 4155 66
a 1833 1894 24
a 9042 15663 19
a 2636 6557 55
a 3768 15280 30
a 14733 10136 60
a 14165 8621 54
a 13529 7002 88
a 788 3400 70
a 10307 13164 46
a 12626 9615 24
a 7236 7890 95
a 2326 13564 20
a 11882 15635 18
a 5502 7569 63
a 2984 7153 9
a 2296 6343 28
a 9300 3464 90
a 6315 12669 80
a 10783 14642 10
a 11326 6263 50
a 5081 11714 50
a 7229 9766 54
a 9012 11538 4
a 15337 4871 77
a 13793 2474 97
a 10359 10924 74
a 5638 10799 14
a 5296 2933 2
a 11619 12609 94
a 7200 4231 75
a 12000 8968 24
a 5977 10019 49
a 15570 12900 9
a 10311 2858 70
a 14166 4477 52
a 13997 3513 40
a 8689 7704 31
a 6332 3250 76
a 2348 3988 3
a 4449 5246 31
a 2815 6756 92
a 4481 13117 77
a 14616 14996 38
a 7711 10427 50
a 3801 4248 15
a 8008 15494 41
a 7178 10590 95
a 13049 3831 44
a 6404 11829 96
a 2239 2116 88
a 9665 7647 58
a 8620 10213 0
a 14057 1751 71
a 554 11436 39
a 7672 15274 34
a 11632 13438 59
a 8766 13748 82
a 15048 4936 32
a 5090 15173 50
a 13140 7343 83
a 3789 14528 17
a 270 5778 75
a 1939 10480 91
a 15442 4540 57
a 15671 8841 38
a 11187 4882 30
a 9152 12931 13
a 7221 13782 56
a 9043 14624 67
a 14884 8632 1
a 15769 8875 21
a 15950 7784 61
a 9540 7613 34
a 13990 7583 62
a 5328 9491 78
a 15845 10209 90
a 4298 183 52
a 16227 7132 20
a 2678 4565 61
a 12190 16229 40
a 3876 4726 84
a 6074 1559 79
a 4560 2825 89
a 4134 4573 60
a 4242 2544 17
a 13243 15285 57
a 12944 11365 91
a 9266 8695 98
a 1156 9230 86
a 15159 5177 68
a 5849 6107 58
a 11061 11704 30
a 13533 1830 2
a 15350 3549 20
a 5250 12539 86
a 3691 12014 84
a 1591 5596 19
a 10360 12102 0
a 13880 3958 3
a 14468 1791 41
a 9066 3408 54
a 5726 9327 50
a 9953 1718 46
a 3234 6147 34
a 5996 2214 99
a 9908 7166 34
a 12264 11894 38
a 4721 10737 26
a 11237 16367 66
a 4152 1451 72
a 8790 5307 1
a 3080 530 83
a 11212 12698 47
a 9770 14197 77
a 10721 15559 59
a 7869 15449 98
a 15261 2132 40
a 5454 12726 59
a 6175 12675 43
a 7720 10429 77
a 7681 5225 30
a 3570 7875 68
a 15783 5880 50
a 4175 2146 47
a 13731 5029 89
a 5955 1112 12
a 254 1399 43
a 10177 8292 35
a 4666 12709 24
a 2766 9560 13
a 10369 293 34
a 6404 1688 53
a 3870 6402 98
a 4742 9927 89
a 13800 10024 42
a 16131 10464 48
a 4949 8427 11
a 4494 10566 36
a 7219 12523 6
a 8540 13699 21
a 5413 9647 65
a 8819 10054 3
a 1026 7934 96
a 1604 12829 74
a 5396 4163 69
a 9316 7478 40
a 1232 7905 68
a 3166 12371 80
a 8511 12337 67
a 9771 638 39
a 1598 3408 77
a 1264 10522 39
a 6141 6139 26
a 9014 10816 70
a 4870 4528 30
a 319 1929 89
a 6776 1203 89
a 12944 128 21
a 1222 3041 37
a 15351 5573 82
a 10202 4805 44
a 15672 5698 51
a 11954 5529 18
a 7481 15679 84
a 4025 3309 13
a 15431 3387 47
a 2782 8 50
a 12285 1554 58
a 13596 6473 77
a 2559 14269 0
a 4695 10549 40
a 4533 2784 30
a 7636 12645 77
a 2660 5828 95
a 15516 1985 28
a 9046 13457 91
a 5546 7511 37
a 2246 9285 1
a 8840 7504 96
a 7579 3004 34
a 3483 9066 77
a 13190 16212 23
a 6502 15653 23
a 798 9079 99
a 8094 16281 26
a 15878 6742 10
a 10845 12391 80
a 13969 1238 34
a 2522 7438 99
a 15101 6869 43
a 9282 4518 22
a 14393 947 8
a 4859 12668 97
a 11786 5115 94
a 8588 15435 75
a 2485 2311 19
a 9451 14667 73
a 1391 3096 11
a 130 8108 83
a 8965 2767 63
a 14318 14818 82
a 15415 13401 69
a 5838 16188 21
a 13063 8648 27
a 11460 3568 95
a 6677 9792 43
a 12709 5633 14
a 12095 6418 96
a 11380 5356 43
a 11958 2521 35
a 15093 9810 4
a 11430 9673 71
a 10927 3798 35
a 13287 6378 60
a 12520 10860 59
a 12071 1743 6
a 1035 9359 13
a 16211 14802 5
a 9241 5460 7
a 9247 4212 34
a 8551 9838 94
a 9285 16247 31
a 14347 14587 11
a 2975 7628 91
a 12061 13848 66
a 7647 5496 84
a 12250 12691 82
a 11163 14122 20
a 2269 15283 39
a 6750 6565 11
a 15192 9521 60
a 6775 4052 26
a 2177 9637 22
a 9450 6630 56
a 3162 12620 32
a 6211 14598 47
a 14745 12349 69
a 4438 11996 38
a 6981 11120 63
a 5983 8844 98
a 1820 10795 71
a 3789 10978 6
a 10049 5061 96
a 2572 4315 21
a 6535 6228 66
a 2205 10675 96
a 5398 3992 31
a 1791 13500 98
a 16026 2118 45
a 2626 6000 90
a 6705 2815 45
a 11623 2270 22
a 4555 11035 82
a 6886 2921 49
a 7951 319 2
a 8699 9033 76
a 5096 14372 69
a 14032 15509 55
a 3921 8772 15
a 2088 15594 28
a 16009 9801 89
a 4452 7652 72
a 1009 1700 70
a 5406 12227 67
a 11948 1252 63
a 9627 7916 23
a 6598 9714 17
a 11318 6133 32
a 12712 13316 58
a 4187 12042 68
a 1433 14303 52
a 4477 11124 8
a 9276 14457 43
a 1548 8846 75
a 8443 8701 99
a 9076 7344 91
a 2623 11903 63
a 15685 2929 72
a 6979 11555 91
a 9721 662 93
a 4161 14392 35
a 2178 8151 99
a 15186 15783 30
a 7122 5530 21
a 273 5808 21
a 4865 503 20
a 267 2306 49
a 12554 9182 41
a 1304 7999 56
a 1404 13487 26
a 11765 3984 61
a 5372 5038 22
a 13877 16230 38
a 5126 10255 58
a 8422 2926 18
a 10341 12989 51
a 3118 15434 79
a 10121 13897 43
a 6152 2362 48
a 13800 9760 73
a 15145 13984 7
a 13663 2270 36
a 14182 2232 54
a 10481 10796 32
a 11228 9664 59
a 4872 8752 57
a 3483 10618 65
a 7235 6819 90
a 11968 13134 32
a 4394 14023 35
a 14504 2014 97
a 8867 6099 13
a 1497 9176 59
a 7317 1243 39
a 7230 7237 5
a 10181 703 29
a 11698 7509 26
a 10052 906 62
a 3679 16135 54
a 15459 9756 38
a 14193 7264 78
a 2481 2551 10
a 4484 5937 48
a 12767 532 44
a 12657 12151 25
a 2235 12806 17
a 9550 14770 10
a 7172 7595 55
a 5040 12896 35
a 8234 12552 37
a 10667 4805 27
a 9832 5707 29
a 11350 11808 23
a 10625 12810 42
a 2025 13459 81
a 10008 298 6
a 1049 15053 97
a 3489 7237 14
a 14123 13482 64
a 12704 10796 63
a 2187 1962 33
a 4741 7145 52
a 1282 3401 1
a 3708 9667 33
a 4983 6945 17
a 11445 7533 80
a 15941 11697 9
a 6340 8309 57
a 2081 1868 3
a 1543 12782 43
a 15292 5096 73
a 10117 601 75
a 7379 12891 53
a 6973 10904 23
a 1538 11982 11
a 1774 10376 14
a 16296 2351 24
a 1436 14767 56
a 5573 14043 44
a 1217 10560 93
a 6103 2480 54
a 13687 1506 36
a 7639 4396 6
a 8002 5963 49
a 5802 10364 12
a 3664 808 55
a 12269 9392 9
a 5802 12402 1
a 12447 13908 14
a 6737 9243 85
a 8887 6865 35
a 9020 10638 22
a 13135 10266 67
a 5162 12372 70
a 6501 7327 20
a 2053 14923 16
a 14826 6429 15
a 792 16301 32
a 4040 12173 84
a 14233 11144 47
a 11116 11615 70
a 16188 6047 41
a 13259 10926 49
a 8591 14191 22
a 14671 7934 96
a 7364 13742 39
a 1150 11798 46
a 4178 480 6
a 4014 983 26
a 2694 5237 36
a 5543 1529 58
a 14674 3415 61
a 3775 9166 16
a 4831 63 6
a 14994 10152 61
a 13212 3551 50
a 1394 12026 22
a 15882 329 70
a 14818 3705 1
a 6834 13266 23
a 16223 4198 69
a 15050 82 72
a 133 10745 0
a 14426 8117 30
a 15841 3293 92
a 1599 7786 44
a 14175 5302 49
a 3261 3249 92
a 3246 13654 18
a 1179 14705 61
a 292 16201 70
a 9297 13112 21
a 1342 14172 24
a 13240 510 26
a 827 9789 37
a 10488 1103 52
a 14982 10887 98
a 12588 11993 82
a 12956 14237 77
a 90 7015 83
a 9242 9150 52
a 12799 1201 7
a 62 2959 80
a 2562 409 55
a 2662 719 58
a 150 2414 44
a 14609 2457 87
a 1536 9280 94
a 7706 11303 93
a 7821 5642 53
a 1717 220 13
a 9089 5032 8
a 15085 4197 93
a 16167 7594 30
a 11880 996 72
a 15846 5916 56
a 9638 8656 46
a 4245 7590 74
a 4998 5888 48
a 6226 5361 23
a 8471 13413 62
a 12869 14690 32
a 14310 12468 45
a 2788 14072 45
a 2050 814 30
a 13699 4610 77
a 13313 916 68
a 5398 10757 10
a 10549 14550 53
a 13271 14514 81
a 11746 4993 54
a 3124 5893 69
a 5077 1459 57
a 2171 6057 29
a 15852 9416 79
a 11259 13862 73
a 10245 10332 51
a 8162 15811 70
a 706 2807 20
a 5134 14729 13
a 15847 4347 12
a 8637 4318 64
a 4697 14651 47
a 5158 10614 80
a 8123 14858 55
a 4700 13561 82
a 3395 8449 17
a 7990 4658 24
a 2576 2069 51
a 10687 11466 57
a 2754 7386 56
a 15443 9385 17
a 7594 2746 37
a 11110 2530 48
a 10918 10020 5
a 3585 13169 84
a 5957 14364 8
a 11578 13955 19
a 12688 10409 83
a 12683 12072 66
a 5071 11949 6
a 357 6215 11
a 15004 11821 32
a 10085 10271 45
a 111 14966 19
a 4957 15325 86
a 2846 9991 76
a 635 5238 7
a 4387 9521 94
a 565 5190 67
a 4787 8973 54
a 14568 12910 13
a 8457 8659 61
a 6919 5173 48
a 5589 15791 42
a 2410 7881 86
a 13340 3340 37
a 9461 2310 48
a 11185 5283 15
a 13864 14137 2
a 12897 1600 64
a 8466 3490 60
a 6221 9416 94
a 10474 6063 46
a 15795 2686 41
a 6844 11476 57
a 8383 15739 33
a 15296 15897 35
a 6171 6287 26
a 8702 11636 56
a 15463 13997 87
a 8048 12284 15
a 5868 1143 24
a 14603 9451 12
a 13394 15221 27
a 11392 8122 89
a 3000 4566 84
a 2323 6491 76
a 8216 14840 15
a 11322 8440 6
a 14779 12153 90
a 186 5627 40
a 6905 4039 23
a 13690 15540 41
a 13227 6037 60
a 2962 4748 89
a 9524 5420 79
a 567 8974 65
a 8510 4864 20
a 2956 12060 33
a 8165 12721 37
a 4864 14827 75
a 13174 8482 68
a 14922 15392 13
a 2145 13013 56
a 7859 5554 24
a 8759 11448 19
a 2888 14149 43
a 14290 843 25
a 13596 3697 82
a 14587 1580 48
a 6323 3557 76
a 7231 7410 19
a 5287 7319 14
a 16148 9448 46
a 12564 14755 68
a 14510 4209 74
a 9091 13220 44
a 1892 12272 60
a 12245 1031 59
a 7538 6725 96
a 13870 7516 99
a 8359 4362 92
a 10356 8739 57
a 2635 3837 18
a 13741 7591 81
a 3257 10070 1
a 10899 5354 9
a 1195 1433 2
a 3580 6019 69
a 16241 4431 77
a 3826 12489 19
a 1539 7151 13
a 10301 386 83
a 8625 9052 47
a 3959 2021 56
a 7691 14309 86
a 9754 8988 12
a 13182 1951 19
a 15326 6824 36
a 10749 11312 13
a 15226 14778 12
a 15723 11860 28
a 1637 3479 35
a 10054 9301 11
a 3959 8273 19
a 12479 1850 50
a 14654 6896 91
a 317 15295 28
a 15257 4087 74
a 8784 12662 68
a 5946 5 4
a 8517 3297 76
a 1642 9862 45
a 3132 9307 73
a 4392 6335 71
a 16377 8370 60
a 14057 3698 65
a 13464 2224 34
a 13121 3916 16
a 13525 2347 14
a 131 13390 48
a 15454 3748 31
a 7180 3873 56
a 16166 10435 2
a 9507 10081 43
a 5653 11629 85
a 1521 9087 45
a 4661 6490 9
a 4878 177 15
a 11412 6270 84
a 6046 12582 7
a 12640 16179 57
a 260 6161 3
a 12116 7790 36
a 15957 4789 55
a 4268 4743 53
a 2893 11453 83
a 4783 6011 15
a 15875 8546 10
a 5951 11735 16
a 8932 8107 63
a 4479 12131 34
a 11589 3435 33
a 366 14027 73
a 15080 5680 12
a 11401 5359 0
a 16122 1923 23
a 10386 15756 15
a 10332 1454 82
a 4447 2945 93
a 9991 7916 90
a 9644 4593 64
a 9531 15949 28
a 13594 5305 87
a 5096 3495 34
a 13566 13933 91
a 2510 5127 84
a 3695 6721 89
a 13422 15286 5
a 13371 8031 95
a 7988 11482 48
a 6522 14887 66
a 10302 4454 44
a 16234 3854 43
a 3711 12931 94
a 6610 3040 72
a 13650 14004 53
a 5232 5191 75
a 4800 13451 10
a 13961 6758 52
a 3883 13620 85
a 7815 7765 22
a 13611 13347 39
a 4246 3764 70
a 10537 12709 6
a 3674 2395 64
a 13557 13574 9
a 9757 15610 20
a 4418 15999 76
a 15274 5542 23
a 3398 11071 86
a 14214 13327 56
a 4050 4532 74
a 11882 5256 92
a 14900 10358 11
a 10112 15280 76
a 12346 13495 40
a 1809 7961 43
a 1956 6949 97
a 8728 15154 92
a 3525 10979 51
a 11759 10012 83
a 6468 9077 82
a 16171 12191 53
a 9004 5347 69
a 15997 11247 21
a 3282 6463 26
a 2060 1030 6
a 13307 5426 79
a 15918 13618 37
a 9600 15171 39
a 8712 3010 45
a 1238 8242 52
a 6750 3971 70
a 11307 14051 71
a 4641 4783 52
a 6976 4753 59
a 7930 13769 36
a 7405 10059 25
a 15831 7863 85
a 9097 10070 97
a 10266 6912 96
a 4790 12171 20
a 15391 9594 29
a 2238 16051 36
a 3877 6797 19
a 2925 7477 93
a 10852 13304 84
a 1437 7686 52
a 9306 6207 97
a 9623 782 86
a 8083 13601 24
a 13485 10400 14
a 6843 4926 8
a 6474 12735 88
a 9978 10411 34
a 3279 3218 86
a 7094 14602 11
a 11550 8340 29
a 3632 14440 49
a 10544 16037 5
a 15437 14500 95
a 15679 11306 1
a 4611 9006 20
a 3640 10738 44
a 9869 10100 92
a 3174 14126 14
a 7469 15950 58
a 1372 15061 76
a 756 13976 80
a 8714 50 85
a 6889 12667 13
a 11447 6917 48
a 14850 6874 70
a 10439 5738 73
a 835 7424 31
a 10703 9240 85
a 11289 4044 56
a 9116 12777 23
a 9874 7142 92
a 9623 6307 17
a 8092 6854 78
a 15623 9454 60
a 2074 9672 10
a 9130 7789 6
a 10464 16070 90
a 11003 10844 23
a 42 3515 32
a 10074 9622 88
a 15851 1398 19
a 11919 3715 59
a 12609 16251 22
a 4429 8346 5
a 7303 8348 51
a 11012 6710 52
a 14606 13185 66
a 9445 8940 7
a 4200 6993 11
a 9406 11051 31
a 15831 6985 87
a 10132 6880 91
a 14159 770 31
a 8069 8243 90
a 14099 14666 57
a 3837 10262 76
a 13646 9461 27
a 2401 7934 84
a 13221 9316 95
a 16241 2831 56
a 9767 7706 22
a 1907 11814 33
a 4529 14949 84
a 13062 14636 1
a 10488 10818 44
a 9832 11917 87
a 6275 13125 30
a 1012 5979 37
a 14615 15466 8
a 14579 15745 64
a 7346 7122 88
a 15359 7805 14
a 15769 2327 7
a 8137 5459 83
a 11406 6310 59
a 6305 8884 38
a 8539 10943 78
a 1562 5748 29
a 1662 3390 68
a 9565 13133 25
a 11388 3883 18
a 12686 13667 98
a 10323 10886 6
a 12040 12686 38
a 15740 13677 56
a 5896 8959 30
a 3088 8347 64
a 15402 12397 36
a 13780 11998 59
a 11142 8338 79
a 13170 1524 96
a 5833 13839 7
a 12712 1068 72
a 7399 3080 95
a 14514 2033 61
a 4879 11694 27
a 4000 4158 55
a 15955 9960 75
a 10587 9840 56
a 9423 1667 85
a 11937 6172 99
a 6770 7566 73
a 3954 4182 80
a 6272 8525 74
a 778 9735 74
a 61 93 41
a 3591 6002 39
a 15859 6647 59
a 178 1084 4
a 2468 6475 17
a 16158 5009 85
a 13017 10372 76
a 1307 15112 96
a 13818 291 89
a 6156 11670 93
a 1539 13092 33
a 2026 4875 2
a 10828 11734 83
a 10542 14813 29
a 14403 14933 56
a 14834 7328 70
a 8043 3911 56
a 10254 8601 93
a 9547 15567 19
a 9028 6509 50
a 7336 9629 28
a 10344 7674 16
a 11360 14019 99
a 5593 3144 71
a 16240 6402 46
a 15843 16094 14
a 14007 5830 77
a 6963 2965 93
a 16168 3399 6
a 9205 4236 44
a 11954 39 58
a 10854 2528 93
a 1294 15594 21
a 9280 15891 90
a 14682 14045 0
a 7564 450 19
a 15026 4635 51
a 10015 5156 45
a 12227 3908 96
a 9715 1508 16
a 2962 4344 81
a 11771 11601 68
a 12499 14007 66
a 13138 10564 72
a 13225 4138 19
a 4771 13386 33
a 12720 14211 33
a 11945 12536 67
a 15770 6338 33
a 15856 5136 41
a 13635 1746 77
a 12492 15875 48
a 1229 9323 76
a 10421 15929 91
a 9726 8244 58
a 9752 13328 84
a 1053 4913 53
a 3490 6724 37
a 12863 9206 94
a 13079 5872 44
a 1226 5531 78
a 14763 12099 88
a 12938 1601 15
a 449 6529 48
a 1190 1569 44
a 9385 306 9
a 4385 14179 33
a 8736 13933 70
a 9569 7156 13
a 10919 13528 44
a 153 642 53
a 16096 8571 66
a 12040 2670 56
a 292 4914 74
a 4706 353 69
a 3112 12852 35
a 16121 15041 98
a 4298 10589 22
a 3148 9025 4
a 10669 16262 37
a 5982 7154 97
a 8221 16243 67
a 4351 11962 19
a 5249 14620 32
a 8814 9287 85
a 2883 7333 55
a 11353 2912 63
a 14601 11714 94
a 14024 4225 73
a 15098 7215 61
a 6158 1539 58
a 14087 1120 21
a 9153 9848 13
a 4174 9001 17
a 5451 15602 46
a 11417 15042 77
a 12648 2337 77
a 12112 15212 76
a 8771 9175 75
a 10541 16352 27
a 13433 8813 38
a 6872 5066 39
a 15062 523 62
a 9604 13888 18
a 12372 16348 96
a 603 2940 71
a 4662 10697 5
a 8637 3322 41
a 12818 4083 65
a 10735 5046 6
a 6696 14780 66
a 11531 15882 27
a 8346 14318 81
a 10491 9674 78
a 15085 14183 12
a 14785 7550 60
a 6195 16155 74
a 14816 11569 65
a 5882 9846 28
a 9871 1687 87
a 12456 8350 29
a 13547 6498 91
a 8850 10853 62
a 8452 15033 29
a 5438 13584 69
a 15327 12078 82
a 5607 105 34
a 6011 11901 67
a 7494 9543 19
a 10777 2301 41
a 50 1375 22
a 10705 12260 9
a 11500 9755 60
a 13938 11614 79
a 11198 8439 27
a 8334 12195 54
a 14618 5103 6
a 6992 10619 55
a 12430 1125 77
a 8483 1156 2
a 6533 6034 64
a 5971 4979 87
a 11655 9388 98
a 14614 7591 58
a 12283 16141 17
a 2178 3960 96
a 16195 7289 62
a 13675 4534 10
a 7654 6349 11
a 10784 13810 97
a 12914 407 65
a 7028 4192 46
a 9766 12007 43
a 1666 4891 60
a 9862 3773 22
a 3706 13446 82
