c FILE			: 2_7.txt
a 105 87 44
a 42 44 96
a 120 42 88
a 112 126 58
a 62 52 0
a 98 69 71
a 84 47 39
a 77 64 34
a 14 18 59
a 19 112 82
a 82 60 32
a 55 9 50
a 51 18 83
a 64 3 17
a 53 86 75
a 83 32 91
a 36 56 57
a 25 43 38
a 78 104 30
a 68 61 13
a 38 31 56
a 80 19 67
a 101 97 1
a 74 55 21
a 99 92 61
a 118 85 34
a 30 101 62
a 36 118 78
a 58 23 90
a 80 9 52
a 38 93 20
a 18 112 61
a 59 53 40
a 16 101 84
a 50 119 79
a 4 14 89
a 55 57 60
a 89 91 17
a 53 56 57
a 93 38 91
a 118 93 98
a 2 123 86
a 107 110 68
a 55 92 58
a 120 70 30
a 56 118 2
a 4 127 20
a 106 80 86
a 94 111 84
a 97 54 19
a 34 3 0
a 108 38 3
a 52 126 41
a 104 118 54
a 101 111 50
a 56 43 46
a 86 59 34
a 8 18 99
a 76 26 34
a 42 117 38
a 97 71 26
a 61 89 66
a 29 84 72
a 78 54 1
a 31 3 83
a 40 61 47
a 1 105 77
a 114 67 59
a 39 120 98
a 79 98 40
a 35 37 59
a 67 88 43
a 126 119 77
a 65 100 30
a 58 37 68
a 78 88 50
a 1 37 47
a 4 24 89
a 30 2 12
a 6 71 43
a 104 40 35
a 3 96 24
a 85 107 13
a 14 70 34
a 51 107 53
a 92 3 98
a 37 47 89
a 115 70 42
a 2 126 48
a 68 29 11
a 20 67 36
a 100 54 6
a 80 97 21
a 94 83 65
a 63 49 3
a 43 126 96
a 62 80 74
a 112 26 69
a 125 123 40
a 54 64 68
a 6 48 80
a 63 9 67
a 120 51 39
a 16 128 77
a 70 97 39
a 119 69 26
a 90 69 70
a 56 66 30
a 50 25 89
a 57 63 89
a 57 109 21
a 71 59 37
a 94 8 82
a 125 18 44
a 28 73 51
a 127 61 18
a 87 53 84
a 53 96 13
a 84 101 47
a 100 68 50
a 28 65 58
a 86 17 77
a 42 87 0
a 70 69 40
a 8 80 30
a 27 60 77
a 27 106 95
a 6 84 28
a 102 37 91
a 30 119 37
a 30 25 1
a 6 86 96
a 93 103 34
a 17 86 77
a 90 14 23
a 125 85 23
a 66 38 99
a 57 51 26
a 123 124 10
a 10 123 80
a 12 75 34
a 53 7 99
a 107 75 43
a 111 24 22
a 2 44 8
a 5 79 97
a 110 98 94
a 55 89 75
a 78 60 19
a 7 72 73
a 68 112 11
a 21 64 83
a 37 1 63
a 63 18 82
a 116 108 69
a 54 89 21
a 117 82 27
a 38 73 95
a 47 86 43
a 103 106 14
a 104 108 96
a 39 79 43
a 11 15 35
a 83 82 4
a 25 84 71
a 31 116 35
a 103 110 60
a 69 119 59
a 11 123 6
a 31 76 13
a 29 24 5
a 95 120 7
a 90 19 34
a 27 42 94
a 93 51 31
a 94 37 11
a 88 49 91
a 119 84 66
a 1 37 84
a 106 102 82
a 90 76 20
a 67 6 39
a 25 61 11
a 86 92 60
a 69 112 26
a 95 12 22
a 28 43 56
a 77 98 32
a 65 69 47
a 12 91 69
a 7 84 38
a 29 51 63
a 22 24 98
a 127 60 71
a 26 70 6
a 66 112 96
a 49 127 21
a 103 94 66
a 75 27 96
a 102 105 31
a 15 63 98
a 123 73 45
a 104 36 90
a 80 21 45
a 81 68 22
a 40 106 82
a 9 73 49
a 113 36 2
a 30 67 76
a 44 100 69
a 27 108 55
a 70 114 15
a 54 117 28
a 40 4 89
a 91 10 72
a 25 95 70
a 125 116 67
a 60 121 63
a 12 14 23
a 123 125 17
a 116 48 32
a 63 127 58
a 69 113 68
a 67 35 52
a 121 22 8
a 65 56 43
a 2 87 75
a 82 39 99
a 82 26 91
a 17 48 63
a 1 119 72
a 11 2 91
a 10 94 93
a 24 63 35
a 124 47 99
a 117 16 30
a 124 46 21
a 53 102 21
a 6 15 20
a 102 110 49
a 101 61 41
a 46 74 56
a 9 73 26
a 8 58 61
a 104 32 22
a 41 32 38
a 95 94 58
a 102 56 18
a 113 44 51
a 92 64 79
a 8 48 43
a 27 122 48
a 67 35 73
a 64 78 7
a 42 71 36
a 40 94 54
a 35 83 32
a 89 88 59
a 21 91 57
a 62 69 65
a 69 63 90
a 50 85 32
a 68 10 35
a 95 7 97
a 99 28 13
a 113 96 59
a 49 119 39
a 4 49 5
a 95 20 29
a 113 119 26
a 59 6 62
a 78 50 54
a 4 43 38
a 48 96 78
a 42 8 10
a 43 69 48
a 104 75 44
a 86 32 25
a 1 10 17
a 105 19 10
a 24 42 55
a 25 77 35
a 33 69 37
a 43 42 27
a 32 44 29
a 11 42 23
a 5 105 42
a 2 73 81
a 124 67 6
a 119 33 97
a 53 109 14
a 69 49 64
a 68 117 63
a 33 76 33
a 7 110 52
a 60 104 1
a 5 89 33
a 83 91 17
a 61 24 80
a 2 78 9
a 110 8 57
a 40 47 3
a 28 47 43
a 69 91 73
a 65 64 75
a 87 48 53
a 119 98 23
a 87 44 11
a 66 75 14
a 42 124 24
a 80 40 56
a 109 48 44
a 42 114 93
a 31 84 54
a 81 27 36
a 55 81 6
a 60 14 49
a 79 26 12
a 42 84 55
a 101 31 9
a 5 75 1
a 106 29 14
a 24 45 85
a 72 13 35
a 25 8 22
a 108 95 67
a 60 31 70
a 75 46 20
a 15 111 16
a 79 126 15
a 68 46 32
a 126 22 84
a 82 96 47
a 46 87 70
a 6 117 41
a 39 121 49
a 82 87 22
a 63 78 96
a 95 63 39
a 18 40 46
a 28 95 6
a 114 122 26
a 10 73 36
a 98 121 58
a 50 82 61
a 95 102 16
a 74 82 6
a 5 121 61
a 90 53 50
a 97 93 22
a 63 106 70
a 95 54 1
a 61 49 23
a 46 86 69
a 27 113 72
a 36 73 0
a 81 56 30
a 62 92 92
a 56 126 44
a 59 61 49
a 120 79 92
a 6 7 18
a 44 89 61
a 28 29 70
a 90 103 21
a 26 62 24
a 127 49 26
a 62 15 37
a 2 25 52
a 102 79 98
a 22 110 82
a 17 25 77
a 128 64 83
a 26 39 52
a 13 10 7
a 53 92 80
a 1 40 55
a 109 101 58
a 39 42 44
a 104 100 87
a 102 28 94
a 38 80 93
a 21 38 53
a 6 128 13
a 82 113 8
a 23 101 93
a 69 98 30
a 102 52 72
a 100 120 56
a 2 46 46
a 3 2 74
a 1 20 48
a 22 5 23
a 53 86 62
a 87 50 32
a 98 1 45
a 52 5 45
a 85 51 30
a 123 41 77
a 108 72 68
a 123 38 10
a 5 92 53
a 98 67 81
a 66 119 54
a 14 9 69
a 103 123 57
a 61 94 29
a 89 59 79
a 38 118 73
a 59 10 51
a 92 121 70
a 67 1 20
a 54 50 13
a 16 21 12
a 63 74 64
a 66 90 47
a 83 41 80
a 42 58 55
a 102 98 82
a 38 36 17
a 1 113 24
a 69 28 51
a 58 3 57
a 16 41 56
a 11 40 17
a 79 45 37
a 101 71 48
a 28 45 5
a 101 31 84
a 111 118 8
a 30 7 19
a 123 118 83
a 35 49 66
a 53 70 6
a 51 13 11
a 104 110 32
a 9 83 45
a 7 53 19
a 85 47 86
a 106 73 76
a 28 12 7
a 117 6 94
a 49 35 67
a 40 57 54
a 97 64 13
a 18 34 61
a 77 72 48
a 106 47 42
a 51 126 86
a 60 84 37
a 63 123 48
a 64 25 15
a 27 15 2
a 126 116 64
a 103 45 60
a 112 124 94
a 108 119 46
a 11 107 41
a 82 117 57
a 128 58 33
a 56 86 35
a 19 91 26
a 24 120 56
a 58 120 87
a 59 121 15
a 58 123 24
a 121 71 12
a 122 52 27
a 43 21 89
a 18 12 84
a 52 44 76
a 55 14 15
a 62 128 6
a 12 28 90
a 101 49 40
a 128 107 23
a 118 34 41
a 74 32 60
a 97 85 89
a 51 50 79
a 55 56 65
a 72 69 20
a 82 75 33
a 28 113 37
a 123 44 75
a 51 101 68
a 63 114 13
a 39 23 56
a 20 104 24
a 20 35 19
a 46 113 43
a 3 36 25
a 100 112 82
a 85 7 48
a 114 69 76
a 46 92 19
a 39 10 14
a 116 35 46
a 75 125 68
a 45 39 74
a 57 86 44
a 19 106 60
a 43 25 59
a 124 3 96
a 113 79 99
a 114 73 92
a 3 111 57
a 61 2 18
a 49 92 81
a 119 101 1
a 11 101 9
a 26 28 2
a 126 31 69
a 94 40 77
a 125 48 19
a 122 58 13
a 107 84 83
a 101 23 47
a 70 85 56
a 119 81 86
a 63 58 12
a 62 112 19
a 61 63 36
a 25 119 13
a 80 118 12
a 58 5 28
a 69 97 35
a 106 6 11
a 60 91 19
a 40 63 50
a 121 50 91
a 105 114 28
a 24 48 74
a 65 76 68
a 85 43 4
a 3 78 76
a 94 36 45
a 12 33 73
a 38 67 71
a 35 97 60
a 21 109 65
a 113 127 34
a 53 90 16
a 14 49 14
a 20 126 48
a 30 38 31
a 96 51 56
a 4 17 2
a 84 110 43
a 85 53 85
a 44 7 45
a 77 61 9
a 47 123 15
a 3 98 84
a 63 87 7
a 100 43 57
a 127 99 3
a 69 107 36
a 110 75 55
a 104 48 53
a 9 111 83
a 122 3 15
a 18 12 10
a 92 46 16
a 95 1 63
a 7 108 34
a 44 113 33
a 59 77 73
a 26 57 12
a 104 39 0
a 126 109 23
a 78 7 15
a 111 65 82
a 110 54 93
a 59 95 90
a 52 90 64
a 122 39 28
a 62 102 87
a 106 14 34
a 127 3 91
a 82 96 84
a 82 52 89
a 112 71 5
a 64 11 95
a 9 102 48
a 43 52 66
a 7 85 44
a 43 35 43
a 22 52 94
a 41 37 72
a 90 91 53
a 117 6 75
a 29 122 10
a 66 127 52
a 42 38 85
a 70 63 22
a 6 15 39
a 82 52 70
a 106 8 6
a 52 118 64
a 128 48 9
a 58 55 20
a 17 25 76
a 36 37 23
a 24 50 86
a 69 99 56
a 111 28 74
a 68 117 92
a 43 31 11
a 44 99 76
a 125 111 40
a 82 63 43
a 12 6 97
a 123 50 92
a 46 50 51
a 128 67 83
a 8 66 82
a 86 50 53
a 94 3 69
a 43 99 21
a 33 47 26
a 64 17 6
a 122 73 79
a 109 75 37
a 87 55 39
a 9 86 45
a 26 128 52
a 54 11 70
a 31 122 71
a 62 51 52
a 37 13 59
a 109 53 36
a 100 120 25
a 29 6 85
a 90 63 97
a 23 14 96
a 19 33 20
a 45 32 29
a 59 62 36
a 74 63 19
a 122 43 93
a 79 18 84
a 54 10 52
a 30 20 97
a 48 104 86
a 48 37 24
a 77 36 14
a 63 42 8
a 3 46 88
a 56 114 34
a 13 116 86
a 102 46 11
a 45 78 29
a 92 85 49
a 116 24 5
a 10 50 95
a 105 123 1
a 55 5 20
a 2 90 44
a 71 106 92
a 67 128 14
a 79 24 58
a 25 76 76
a 28 105 80
a 18 102 85
a 23 35 13
a 28 70 48
a 7 110 70
a 26 72 73
a 42 109 31
a 96 70 85
a 123 92 56
a 42 59 23
a 90 22 92
a 107 118 17
a 15 3 78
a 65 123 60
a 77 26 10
a 7 28 6
a 4 54 90
a 14 1 23
a 101 108 32
a 104 81 88
a 62 43 19
a 87 73 59
a 20 96 22
a 79 2 5
a 5 51 51
a 19 74 52
a 125 22 66
a 78 117 7
a 97 126 11
a 37 100 31
a 113 15 87
a 39 26 91
a 115 38 31
a 49 101 90
a 6 44 57
a 120 66 76
a 104 13 27
a 3 69 84
a 116 91 95
a 23 106 56
a 115 1 22
a 50 82 33
a 127 125 84
a 25 23 1
a 73 83 44
a 14 38 87
a 33 52 30
a 91 63 37
a 26 116 8
a 126 62 64
a 93 77 88
a 124 43 14
a 14 99 7
a 83 6 83
a 8 14 59
a 124 109 38
a 8 127 78
a 16 27 29
a 42 109 68
a 84 94 25
a 6 18 18
a 114 116 98
a 73 15 6
a 40 44 38
a 103 8 56
a 50 113 30
a 15 46 64
a 32 62 36
a 83 104 59
a 91 112 79
a 79 3 96
a 33 28 7
a 114 14 72
a 114 86 95
a 128 77 61
a 10 7 27
a 61 93 55
a 7 114 75
a 115 119 56
a 50 60 85
a 36 75 99
a 30 17 73
a 89 4 80
a 27 8 74
a 122 35 74
a 12 22 41
a 3 36 39
a 106 11 59
a 76 86 4
a 46 93 17
a 67 85 85
a 114 32 76
a 107 71 96
a 14 25 89
a 75 79 93
a 68 109 33
a 40 29 2
a 104 122 83
a 96 67 29
a 89 72 56
a 112 2 70
a 99 94 56
a 55 70 93
a 51 21 19
a 40 71 50
a 117 12 28
a 50 39 16
a 102 96 99
a 14 106 71
a 64 19 46
a 90 93 14
a 12 66 77
a 50 27 93
a 31 36 6
a 67 68 44
a 115 100 58
a 18 120 93
a 123 81 21
a 83 55 90
a 82 68 0
a 41 42 19
a 35 74 51
a 48 3 45
a 41 120 96
a 26 66 16
a 112 16 81
a 67 82 68
a 76 3 66
a 77 107 72
a 53 57 19
a 126 52 33
a 24 16 33
a 29 49 67
a 34 68 33
a 63 118 41
a 23 112 77
a 74 27 48
a 43 67 76
a 10 65 91
a 65 1 58
a 38 33 84
a 41 50 53
a 33 99 37
a 32 109 94
a 97 116 44
a 39 88 78
a 25 2 88
a 96 123 15
a 8 110 48
a 36 50 44
a 98 97 9
a 40 52 33
a 121 65 70
a 74 93 13
a 76 65 44
a 45 6 53
a 94 114 66
a 29 115 56
a 127 58 74
a 1 28 69
a 110 71 35
a 67 37 98
a 89 96 22
a 9 66 4
a 72 1 37
a 122 47 97
a 14 3 67
a 7 96 19
a 65 120 32
a 78 41 85
a 75 114 55
a 25 66 63
a 104 33 94
a 80 108 73
a 67 87 61
a 45 96 58
a 121 109 21
a 88 74 13
a 86 11 17
a 4 64 46
a 84 92 77
a 91 124 77
a 54 73 76
a 61 122 75
a 18 115 27
a 111 54 38
a 40 60 39
a 11 10 62
a 26 110 18
a 123 74 96
a 109 103 71
a 65 126 5
a 51 27 41
a 96 49 65
a 122 118 6
a 15 23 66
a 40 30 27
a 107 98 81
a 18 101 78
a 4 57 12
a 62 16 60
a 95 46 74
a 103 105 65
a 123 125 28
a 70 71 87
a 25 125 29
a 50 95 91
a 81 100 62
a 108 27 29
a 114 94 69
a 62 119 82
a 14 35 34
a 26 111 67
a 80 123 19
a 14 101 41
a 35 4 22
a 5 18 9
a 83 115 60
a 7 44 79
a 22 39 27
a 123 13 54
a 2 120 6
a 67 121 55
a 107 54 77
a 102 77 2
a 32 114 64
a 114 23 87
a 116 96 98
a 38 103 58
a 2 27 17
a 6 61 96
a 122 6 62
a 16 98 10
a 85 44 11
a 106 30 97
a 35 73 65
a 120 118 46
a 114 54 43
a 124 86 60
a 1 118 22
a 36 12 82
a 43 111 45
a 68 65 52
a 6 79 22
a 6 31 83
a 118 55 20
a 50 82 55
a 77 44 76
a 91 108 84
a 116 93 85
a 121 109 33
a 92 95 40
a 52 42 53
a 8 101 9
a 97 95 23
a 70 16 36
a 27 123 75
a 44 28 60
a 88 66 3
a 42 40 74
a 98 94 26
a 35 64 17
a 25 85 14
a 23 79 9
a 12 102 52
a 57 50 95
a 7 105 89
a 101 120 54
a 35 120 24
a 46 90 85
a 103 50 13
a 16 27 82
a 60 62 33
a 66 2 54
a 80 63 43
a 16 44 28
a 91 101 70
a 110 91 16
a 127 51 40
a 108 75 48
a 26 65 27
a 45 66 60
a 50 70 73
a 27 73 20
a 33 60 76
a 127 27 85
a 29 122 49
a 21 62 12
a 92 23 57
a 22 73 22
a 100 92 61
a 122 2 76
a 127 22 15
a 37 52 94
a 44 100 90
a 52 24 36
a 10 62 44
a 43 77 38
a 6 101 52
a 74 124 81
a 81 57 27
a 120 49 1
a 99 67 27
a 22 13 9
a 115 61 11
a 118 51 29
a 48 99 23
a 128 23 81
a 103 20 8
a 122 76 35
a 86 47 45
a 97 95 95
a 34 79 82
a 22 112 67
a 47 60 74
a 88 29 18
a 76 32 13
a 24 21 93
a 33 29 1
a 92 11 26
a 68 83 42
a 37 39 91
a 65 94 8
a 39 123 70
a 106 123 57
a 117 47 38
a 45 30 43
a 48 90 40
a 50 20 9
a 124 126 57
a 63 42 53
a 25 93 73
a 75 80 84
a 32 15 74
a 73 51 15
a 77 111 56
a 26 35 69
a 59 31 84
a 65 53 94
a 41 19 15
a 87 61 95
a 106 35 21
a 70 128 93
a 4 44 66
a 87 72 10
a 24 33 44
a 33 19 32
a 46 32 0
a 114 123 33
a 101 81 80
a 1 80 26
a 44 16 49
a 119 49 95
a 8 46 29
a 122 60 19
a 26 24 94
a 106 110 84
a 126 77 80
a 109 81 23
a 41 93 90
a 127 12 88
a 46 112 69
a 21 67 75
a 44 75 78
a 78 53 47
a 65 52 39
a 15 14 14
a 82 53 79
a 73 124 80
a 94 101 52
a 14 84 49
a 122 128 5
a 50 49 49
a 42 71 31
a 30 24 37
a 121 59 97
a 2 72 24
a 125 55 21
a 11 26 81
a 4 123 29
a 78 39 58
a 75 20 49
a 43 65 66
a 73 124 6
a 99 18 57
a 97 82 19
a 21 90 58
a 95 119 31
a 120 74 41
a 62 105 6
a 47 107 95
a 108 25 41
a 52 70 82
a 17 97 30
a 36 81 80
a 70 97 15
a 117 26 10
a 116 61 90
a 37 126 61
a 52 63 57
a 78 113 26
a 18 119 29
a 80 62 65
a 96 109 90
a 46 61 52
a 35 36 29
a 13 96 2
a 51 6 71
a 62 51 91
a 40 2 40
a 103 3 93
a 59 55 32
a 17 46 67
a 98 6 39
a 119 117 15
a 100 37 25
a 120 33 47
a 35 117 71
a 19 24 71
a 68 69 64
a 24 117 24
a 48 23 88
a 69 49 68
a 74 115 19
a 53 26 68
a 102 35 74
a 4 103 88
a 83 112 8
a 114 34 60
a 106 19 80
a 36 113 65
a 33 125 35
a 116 88 3
a 58 113 51
a 116 55 96
a 115 70 20
a 52 53 56
a 4 125 35
a 37 119 96
a 41 53 32
a 15 61 16
a 124 46 95
a 100 91 41
a 124 95 43
a 85 122 33
a 18 110 79
a 48 40 78
a 116 18 11
a 110 76 81
a 50 87 21
a 82 6 35
a 102 126 93
a 78 37 93
a 64 17 17
a 85 124 18
a 106 79 64
a 93 103 92
a 8 116 56
a 98 53 75
a 40 70 4
a 36 92 54
a 65 22 11
a 34 59 35
a 91 125 55
a 93 23 63
a 123 57 70
a 26 5 11
a 103 50 13
a 37 26 50
a 126 100 62
a 51 104 82
a 110 83 85
a 23 51 99
a 95 123 87
a 97 32 16
a 121 17 44
a 73 104 73
a 77 115 86
a 96 106 63
a 97 50 90
a 86 42 81
a 55 1 21
a 114 81 94
a 118 34 11
a 74 24 19
a 31 45 72
a 52 54 32
a 13 31 53
a 38 67 89
a 55 49 19
a 48 17 6
a 18 28 93
a 41 38 46
a 69 70 84
a 75 40 14
a 97 105 34
a 1 106 43
a 53 108 84
a 76 23 47
a 27 36 12
a 87 18 7
a 34 52 23
a 25 65 76
a 26 13 32
a 70 118 22
a 27 70 6
a 1 25 2
a 126 108 33
a 54 68 95
a 73 109 57
a 118 45 20
a 26 106 94
a 21 106 65
a 8 67 9
a 118 66 84
a 108 63 78
a 39 3 14
a 15 105 83
a 56 27 25
a 28 100 19
a 65 86 90
a 24 96 35
a 74 121 96
a 72 95 52
a 74 83 5
a 18 103 57
a 128 75 89
a 81 42 63
a 20 120 49
a 128 93 5
a 96 100 8
a 85 105 82
a 61 36 35
a 87 50 47
a 71 14 96
a 43 14 42
a 1 77 52
a 97 103 39
a 80 118 4
a 49 79 48
a 113 126 9
a 86 36 97
a 117 114 56
a 47 17 56
a 120 107 14
a 104 62 92
a 38 47 57
a 7 32 70
a 118 44 6
a 66 120 6
a 55 90 40
a 114 64 56
a 122 83 44
a 100 82 8
a 64 114 90
a 99 90 23
a 91 58 11
a 99 85 87
a 41 112 99
a 89 8 97
a 35 19 78
a 100 49 75
a 3 31 35
a 50 24 30
a 60 69 31
a 45 96 72
a 122 62 74
a 42 31 14
a 14 77 69
a 48 46 12
a 99 114 35
a 40 98 13
a 124 17 19
a 49 21 35
