c FILE			: 2_6.txt
a 50 13 70
a 17 30 23
a 41 34 78
a 16 15 98
a 27 57 38
a 31 54 31
a 28 14 89
a 9 20 16
a 61 22 37
a 23 37 50
a 54 18 84
a 11 17 55
a 34 36 22
a 9 18 48
a 27 5 97
a 60 50 94
a 48 41 18
a 49 33 27
a 20 13 88
a 48 58 11
a 14 24 52
a 45 31 29
a 4 33 30
a 34 29 61
a 3 25 75
a 38 63 36
a 14 23 42
a 24 17 44
a 52 13 92
a 3 16 52
a 35 49 60
a 1 21 0
a 27 2 96
a 34 58 12
a 59 61 22
a 31 4 71
a 44 7 87
a 30 57 28
a 19 53 90
a 45 63 16
a 40 16 0
a 62 49 21
a 7 24 50
a 20 13 34
a 37 63 55
a 28 46 49
a 17 27 7
a 21 3 14
a 21 4 42
a 59 45 81
a 47 30 16
a 10 45 21
a 37 63 5
a 24 45 11
a 50 6 89
a 29 2 34
a 43 44 6
a 23 25 9
a 10 2 74
a 21 64 63
a 39 18 67
a 18 37 97
a 60 45 48
a 40 36 83
a 55 7 66
a 32 57 72
a 59 39 76
a 29 60 99
a 21 59 4
a 29 14 42
a 30 29 45
a 3 7 95
a 30 54 35
a 16 54 13
a 38 43 22
a 21 5 94
a 48 2 26
a 5 25 42
a 45 7 25
a 28 63 11
a 53 48 63
a 53 12 34
a 59 17 1
a 64 39 30
a 2 44 84
a 2 41 93
a 35 30 47
a 17 43 9
a 48 38 82
a 8 20 48
a 29 25 94
a 24 50 1
a 15 42 41
a 45 38 0
a 59 32 31
a 49 29 93
a 16 59 65
a 2 37 10
a 21 12 54
a 44 13 35
a 12 35 81
a 32 62 7
a 17 20 12
a 4 39 91
a 44 15 60
a 20 45 92
a 22 54 13
a 7 25 72
a 36 16 83
a 18 63 72
a 23 29 19
a 63 58 49
a 44 47 83
a 26 59 3
a 41 46 88
a 18 57 79
a 18 2 10
a 20 2 83
a 2 61 37
a 36 42 61
a 16 33 30
a 16 23 40
a 3 16 85
a 7 2 28
a 53 15 43
a 9 7 94
a 34 19 18
a 33 50 72
a 57 23 99
a 62 39 98
a 16 56 82
a 28 47 17
a 15 14 17
a 51 43 60
a 16 59 95
a 16 35 9
a 3 20 67
a 50 27 22
a 29 7 29
a 47 6 19
a 11 13 2
a 40 3 91
a 56 7 15
a 16 56 69
a 56 29 49
a 30 11 74
a 32 13 46
a 56 52 61
a 53 42 99
a 44 47 61
a 53 56 64
a 25 21 23
a 18 26 11
a 2 39 18
a 47 16 99
a 21 20 19
a 20 45 93
a 43 9 1
a 61 40 63
a 45 23 76
a 40 49 84
a 58 50 54
a 19 61 12
a 3 57 21
a 48 26 42
a 39 37 91
a 19 24 39
a 55 27 19
a 23 46 86
a 13 20 56
a 45 2 54
a 39 21 68
a 62 13 77
a 10 18 27
a 37 34 81
a 14 38 62
a 36 27 79
a 22 37 53
a 38 40 61
a 62 46 33
a 13 34 76
a 22 15 13
a 8 30 4
a 57 58 85
a 54 35 31
a 43 1 51
a 41 8 73
a 18 42 19
a 26 37 58
a 32 7 31
a 41 9 23
a 3 27 5
a 62 7 51
a 59 46 88
a 38 45 98
a 10 64 57
a 13 34 96
a 46 32 49
a 56 18 68
a 40 60 44
a 48 15 41
a 10 33 18
a 29 46 45
a 30 36 12
a 19 34 18
a 37 34 0
a 10 24 0
a 1 34 56
a 7 12 74
a 33 22 46
a 35 45 73
a 48 2 72
a 35 33 55
a 45 60 15
a 19 39 41
a 2 43 68
a 33 35 57
a 39 13 52
a 49 24 19
a 54 37 91
a 20 28 47
a 51 44 35
a 49 31 73
a 35 28 84
a 61 22 19
a 47 51 34
a 19 37 52
a 57 25 18
a 41 16 38
a 50 43 27
a 60 11 56
a 56 61 42
a 64 16 79
a 53 16 42
a 18 17 97
a 51 18 78
a 6 57 90
a 39 17 33
a 43 8 18
a 24 20 0
a 40 37 59
a 26 4 61
a 28 13 50
a 10 38 52
a 11 63 43
a 26 19 59
a 12 11 3
a 59 41 58
a 5 21 6
a 20 59 18
a 27 19 92
a 38 21 67
a 35 24 58
a 1 29 7
a 46 62 75
a 25 21 18
a 37 34 81
a 18 55 83
a 1 6 63
a 42 53 54
a 60 34 67
a 7 37 68
a 1 32 9
a 23 61 60
a 1 33 63
a 6 23 82
a 45 35 92
a 48 31 62
a 27 17 79
a 13 59 13
a 41 38 16
a 18 47 3
a 12 29 36
a 56 48 87
a 13 24 96
a 21 45 66
a 25 26 24
a 20 8 19
a 3 44 55
a 18 15 30
a 4 18 60
a 22 60 54
a 42 19 88
a 62 17 70
a 40 49 46
a 56 7 24
a 20 8 95
a 43 61 20
a 31 50 18
a 62 55 63
a 25 2 9
a 61 38 28
a 52 18 90
a 41 7 80
a 33 42 10
a 55 44 50
a 6 47 50
a 48 53 54
a 35 1 4
a 32 7 77
a 32 8 97
a 25 35 74
a 18 36 14
a 7 42 2
a 22 61 94
a 45 57 75
a 49 24 24
a 60 50 49
a 44 20 9
a 33 62 70
a 63 36 52
a 1 61 40
a 24 20 31
a 31 59 76
a 25 24 3
a 8 6 31
a 10 30 92
a 57 55 77
a 4 53 38
a 63 4 50
a 1 31 15
a 44 37 41
a 41 23 95
a 42 44 44
a 56 42 96
a 48 62 88
a 62 52 58
a 34 5 0
a 20 47 71
a 13 64 39
a 14 18 34
a 19 48 59
a 18 60 82
a 55 9 32
a 51 18 50
a 64 3 83
a 53 22 17
a 19 32 75
a 36 56 91
a 25 43 57
a 14 40 38
a 4 61 30
a 38 31 13
a 16 19 56
a 37 33 67
a 10 55 1
a 35 28 21
a 54 21 61
a 30 37 34
a 36 54 62
a 58 23 78
a 16 9 90
a 38 29 52
a 18 48 20
a 59 53 61
a 16 37 40
a 50 55 84
a 4 14 79
a 55 57 89
a 25 27 60
a 53 56 17
a 29 38 57
a 54 29 91
a 2 59 98
a 43 46 86
a 55 28 68
a 56 6 58
a 56 54 30
a 4 63 2
a 42 16 20
a 30 47 86
a 33 54 84
a 34 3 19
a 44 38 0
a 52 62 3
a 40 54 41
a 37 47 54
a 56 43 50
a 22 59 46
a 8 18 34
a 12 26 99
a 42 53 34
a 33 7 38
a 61 25 26
a 29 20 66
a 14 54 72
a 31 3 1
a 40 61 83
a 1 41 47
a 50 3 77
a 39 56 59
a 15 34 98
a 35 37 40
a 3 24 59
a 62 55 43
a 1 36 77
a 58 37 30
a 14 24 68
a 1 37 50
a 4 24 47
a 30 2 89
a 6 7 12
a 3 32 43
a 21 43 35
a 14 6 24
a 51 43 13
a 28 3 34
a 37 47 53
a 51 6 98
a 2 62 89
a 4 29 42
a 20 3 48
a 36 54 11
a 16 33 36
a 30 19 6
a 63 49 21
a 43 62 65
a 62 16 3
a 48 26 96
a 61 59 74
a 54 64 69
a 6 48 40
a 63 9 68
a 56 51 80
a 16 64 67
a 6 33 39
a 55 5 77
a 26 5 39
a 56 2 26
a 50 25 70
a 57 63 30
a 57 45 89
a 7 59 89
a 30 8 21
a 61 18 37
a 28 9 82
a 63 61 44
a 23 53 51
a 53 32 18
a 20 37 84
a 36 4 13
a 28 1 47
a 22 17 50
a 42 23 58
a 6 5 77
a 8 16 0
a 27 60 40
a 27 42 30
a 6 20 77
a 38 37 95
a 30 55 28
a 30 25 91
a 6 22 37
a 29 39 1
a 17 22 96
a 26 14 34
a 61 21 77
a 2 38 23
a 57 51 23
a 59 60 99
a 10 59 26
a 12 11 10
a 53 7 80
a 43 11 34
a 47 24 99
a 2 44 43
a 5 15 22
a 46 34 8
a 55 25 97
a 14 60 94
a 7 8 75
a 4 48 19
a 21 64 73
a 37 1 11
a 63 18 83
a 52 44 63
a 54 25 82
a 53 18 69
a 38 9 21
a 47 22 27
a 39 42 95
a 40 44 43
a 39 15 14
a 11 15 96
a 19 18 43
a 25 20 35
a 31 52 4
a 39 46 71
a 5 55 35
a 11 59 60
a 31 12 59
a 29 24 6
a 31 56 13
a 26 19 5
a 27 42 7
a 29 51 34
a 30 37 94
a 24 49 31
a 55 20 11
a 1 37 91
a 42 38 66
a 26 12 84
a 3 6 82
a 25 61 20
a 22 28 39
a 5 48 11
a 31 12 60
a 28 43 26
a 13 34 22
a 1 5 56
a 12 27 32
a 7 20 47
a 29 51 69
a 22 24 38
a 63 60 63
a 26 6 98
a 2 48 71
a 49 63 6
a 39 30 96
a 11 27 21
a 38 41 66
a 15 63 96
a 59 9 31
a 40 36 98
a 16 21 45
a 17 4 90
a 40 42 45
a 49 36 22
a 30 3 82
a 44 36 49
a 27 44 2
a 6 50 76
a 54 53 69
a 40 4 55
a 27 10 15
a 25 31 28
a 61 52 89
a 60 57 72
a 12 14 70
a 59 61 67
a 52 48 63
a 5 49 23
a 3 35 17
a 57 22 32
a 1 56 58
a 2 23 68
a 18 39 52
a 18 26 8
a 17 48 43
a 1 55 75
a 11 2 99
a 10 30 91
a 24 63 63
a 60 47 72
a 53 16 91
a 60 46 93
a 53 38 35
a 6 15 99
a 38 46 30
a 37 61 21
a 46 10 21
a 8 58 20
a 40 32 49
a 41 32 41
a 31 30 56
a 38 56 26
a 49 44 61
a 28 64 22
a 8 48 38
a 27 58 58
a 3 35 18
a 64 14 51
a 42 7 79
a 40 30 43
a 35 19 48
a 25 24 73
a 21 27 7
a 62 5 36
a 5 63 54
a 50 21 32
a 4 10 59
a 31 7 57
a 35 28 65
a 49 32 90
a 49 55 32
a 4 49 35
a 31 20 97
a 49 55 13
a 59 6 59
a 14 50 39
a 4 43 5
a 48 32 29
a 42 8 26
a 43 5 62
a 40 11 54
a 22 32 38
a 1 10 78
a 41 19 10
a 24 42 48
a 25 13 44
a 33 5 25
a 43 42 17
a 32 44 10
a 11 42 55
a 5 41 35
a 2 9 37
a 60 3 27
a 55 33 29
a 53 45 23
a 5 49 42
a 4 53 81
a 33 12 6
a 7 46 97
a 60 40 14
a 5 25 64
a 19 27 63
a 61 24 33
a 2 14 52
a 46 8 1
a 40 47 33
a 28 47 17
a 5 27 80
a 1 64 9
a 23 48 57
a 55 34 3
a 23 44 43
a 2 11 73
a 42 60 75
a 16 40 53
a 45 48 23
a 42 50 11
a 31 20 14
a 17 27 24
a 55 17 56
a 60 14 44
a 15 26 93
a 42 20 54
a 37 31 36
a 5 11 6
a 42 29 49
a 24 45 12
a 8 13 55
a 25 8 9
a 44 31 1
a 60 31 14
a 11 46 85
a 15 47 35
a 15 62 22
a 4 46 67
a 62 22 70
a 18 32 20
a 46 23 16
a 6 53 15
a 39 57 32
a 18 23 84
a 63 14 47
a 31 63 70
a 18 40 41
a 28 31 49
a 50 58 22
a 10 9 96
a 34 57 39
a 50 18 46
a 31 38 6
a 10 18 26
a 5 57 36
a 26 53 58
a 33 29 61
a 63 42 16
a 31 54 6
a 61 49 61
a 46 22 50
a 27 49 22
a 36 9 70
a 17 56 1
a 62 28 23
a 56 62 69
a 59 61 72
a 56 15 0
a 6 7 30
a 44 25 92
a 28 29 44
a 26 39 49
a 26 62 92
a 63 49 18
a 62 15 61
a 2 25 70
a 38 15 21
a 22 46 24
a 17 25 26
a 26 39 37
a 13 10 52
a 53 28 98
a 1 40 82
a 45 37 77
a 39 42 83
a 40 36 52
a 38 28 7
a 38 16 80
a 21 38 55
a 6 64 58
a 18 49 44
a 23 37 87
a 5 34 94
a 38 52 93
a 36 56 53
a 2 46 13
a 3 2 8
a 1 20 93
a 22 5 30
a 53 22 72
a 23 50 56
a 34 1 46
a 52 5 74
a 21 51 48
a 59 41 23
a 44 8 62
a 59 38 32
a 5 28 45
a 34 3 45
a 2 55 30
a 14 9 77
a 39 59 68
a 61 30 10
a 25 59 53
a 38 54 81
a 59 10 54
a 28 57 69
a 3 1 57
a 54 50 29
a 16 21 79
a 63 10 73
a 2 26 51
a 19 41 70
a 42 58 20
a 38 34 13
a 38 36 12
a 1 49 64
a 5 28 47
a 58 3 80
a 16 41 55
a 11 40 82
a 15 45 17
a 37 7 24
a 28 45 51
a 37 31 57
a 47 54 56
a 30 7 17
a 59 54 37
a 35 49 48
a 53 6 5
a 51 13 84
a 40 46 8
a 9 19 19
a 7 53 83
a 21 47 66
a 42 9 6
a 28 12 11
a 53 6 32
a 49 35 45
a 40 57 19
a 33 64 86
a 18 34 76
a 13 8 7
a 42 47 94
a 51 62 67
a 60 20 54
a 63 59 13
a 64 25 61
a 27 15 48
a 62 52 42
a 39 45 86
a 48 60 37
a 44 55 48
a 11 43 15
a 18 53 2
a 64 58 64
a 56 22 60
a 19 27 94
a 24 56 46
a 58 56 41
a 59 57 57
a 58 59 33
a 57 7 35
a 58 52 26
a 43 21 56
a 18 12 87
a 52 44 15
a 55 14 24
a 62 64 12
a 12 28 27
a 37 49 89
a 64 43 84
a 54 34 76
a 10 32 15
a 33 21 6
a 51 50 90
a 55 56 40
a 8 5 23
a 18 11 41
a 28 49 60
a 59 44 89
a 51 37 79
a 63 50 65
a 39 23 20
a 20 40 33
a 20 35 37
a 46 49 75
a 3 36 68
a 36 48 13
a 21 7 56
a 50 5 24
a 46 28 19
a 39 10 43
a 52 35 25
a 11 61 82
a 45 39 48
a 57 22 76
a 19 42 19
a 43 25 14
a 60 3 46
a 49 15 68
a 50 9 74
a 3 47 44
a 61 2 60
a 49 28 59
a 55 37 96
a 11 37 99
a 26 28 92
a 62 31 57
a 30 40 18
a 61 48 81
a 43 20 1
a 37 23 9
a 6 21 2
a 55 17 69
a 63 58 77
a 62 48 19
a 61 63 13
a 25 55 83
a 16 54 47
a 58 5 56
a 5 33 86
a 42 6 12
a 60 27 19
a 40 63 36
a 57 50 13
a 41 50 12
a 24 48 28
