c FILE			: 2_13.txt
a 884 7344 91
a 2623 3711 63
a 7493 2929 72
a 6979 3363 91
a 1529 662 93
a 4161 6200 35
a 2178 8151 99
a 6994 7591 30
a 7122 5530 21
a 273 5808 21
a 4865 503 20
a 267 2306 49
a 4362 990 41
a 1304 7999 56
a 1404 5295 26
a 3573 3984 61
a 5372 5038 22
a 5685 8038 38
a 5126 2063 58
a 230 2926 18
a 2149 4797 51
a 3118 7242 79
a 1929 5705 43
a 6152 2362 48
a 5608 1568 73
a 6953 5792 7
a 5471 2270 36
a 5990 2232 54
a 2289 2604 32
a 3036 1472 59
a 4872 560 57
a 3483 2426 65
a 7235 6819 90
a 3776 4942 32
a 4394 5831 35
a 6312 2014 97
a 675 6099 13
a 1497 984 59
a 7317 1243 39
a 7230 7237 5
a 1989 703 29
a 3506 7509 26
a 1860 906 62
a 3679 7943 54
a 7267 1564 38
a 6001 7264 78
a 2481 2551 10
a 4484 5937 48
a 4575 532 44
a 4465 3959 25
a 2235 4614 17
a 1358 6578 10
a 7172 7595 55
a 5040 4704 35
a 42 4360 37
a 2475 4805 27
a 1640 5707 29
a 3158 3616 23
a 2433 4618 42
a 2025 5267 81
a 1816 298 6
a 1049 6861 97
a 3489 7237 14
a 5931 5290 64
a 4512 2604 63
a 2187 1962 33
a 4741 7145 52
a 1282 3401 1
a 3708 1475 33
a 4983 6945 17
a 3253 7533 80
a 7749 3505 9
a 6340 117 57
a 2081 1868 3
a 1543 4590 43
a 7100 5096 73
a 1925 601 75
a 7379 4699 53
a 6973 2712 23
a 1538 3790 11
a 1774 2184 14
a 8104 2351 24
a 1436 6575 56
a 5573 5851 44
a 1217 2368 93
a 6103 2480 54
a 5495 1506 36
a 7639 4396 6
a 8002 5963 49
a 5802 2172 12
a 3664 808 55
a 4077 1200 9
a 5802 4210 1
a 4255 5716 14
a 6737 1051 85
a 695 6865 35
a 828 2446 22
a 4943 2074 67
a 5162 4180 70
a 6501 7327 20
a 2053 6731 16
a 6634 6429 15
a 792 8109 32
a 4040 3981 84
a 6041 2952 47
a 2924 3423 70
a 7996 6047 41
a 5067 2734 49
a 399 5999 22
a 6479 7934 96
a 7364 5550 39
a 1150 3606 46
a 4178 480 6
a 4014 983 26
a 2694 5237 36
a 5543 1529 58
a 6482 3415 61
a 3775 974 16
a 4831 63 6
a 6802 1960 61
a 5020 3551 50
a 1394 3834 22
a 7690 329 70
a 6626 3705 1
a 6834 5074 23
a 8031 4198 69
a 6858 82 72
a 133 2553 0
a 6234 8117 30
a 7649 3293 92
a 1599 7786 44
a 5983 5302 49
a 3261 3249 92
a 3246 5462 18
a 1179 6513 61
a 292 8009 70
a 1105 4920 21
a 1342 5980 24
a 5048 510 26
a 827 1597 37
a 2296 1103 52
a 6790 2695 98
a 4396 3801 82
a 4764 6045 77
a 90 7015 83
a 1050 958 52
a 4607 1201 7
a 62 2959 80
a 2562 409 55
a 2662 719 58
a 150 2414 44
a 6417 2457 87
a 1536 1088 94
a 7706 3111 93
a 7821 5642 53
a 1717 220 13
a 897 5032 8
a 6893 4197 93
a 7975 7594 30
a 3688 996 72
a 7654 5916 56
a 1446 464 46
a 4245 7590 74
a 4998 5888 48
a 6226 5361 23
a 279 5221 62
a 4677 6498 32
a 6118 4276 45
a 2788 5880 45
a 2050 814 30
a 5507 4610 77
a 5121 916 68
a 5398 2565 10
a 2357 6358 53
a 5079 6322 81
a 3554 4993 54
a 3124 5893 69
a 5077 1459 57
a 2171 6057 29
a 7660 1224 79
a 3067 5670 73
a 2053 2140 51
a 8162 7619 70
a 706 2807 20
a 5134 6537 13
a 7655 4347 12
a 445 4318 64
a 4697 6459 47
a 5158 2422 80
a 8123 6666 55
a 4700 5369 82
a 3395 257 17
a 7990 4658 24
a 2576 2069 51
a 2495 3274 57
a 2754 7386 56
a 7251 1193 17
a 7594 2746 37
a 2918 2530 48
a 2726 1828 5
a 3585 4977 84
a 5957 6172 8
a 3386 5763 19
a 4496 2217 83
a 4491 3880 66
a 5071 3757 6
a 357 6215 11
a 6812 3629 32
a 1893 2079 45
a 111 6774 19
a 4957 7133 86
a 2846 1799 76
a 635 5238 7
a 4387 1329 94
a 565 5190 67
a 4787 781 54
a 6376 4718 13
a 265 467 61
a 6919 5173 48
a 5589 7599 42
a 2410 7881 86
a 5148 3340 37
a 1269 2310 48
a 2993 5283 15
a 5672 5945 2
a 4705 1600 64
a 274 3490 60
a 6221 1224 94
a 2282 6063 46
a 7603 2686 41
a 6844 3284 57
a 191 7547 33
a 7104 7705 35
a 6171 6287 26
a 510 3444 56
a 7271 5805 87
a 8048 4092 15
a 5868 1143 24
a 6411 1259 12
a 5202 7029 27
a 3200 8122 89
a 3000 4566 84
a 2323 6491 76
a 24 6648 15
a 3130 248 6
a 6587 3961 90
a 186 5627 40
a 6905 4039 23
a 5498 7348 41
a 5035 6037 60
a 2962 4748 89
a 1332 5420 79
a 567 782 65
a 318 4864 20
a 2956 3868 33
a 8165 4529 37
a 4864 6635 75
a 4982 290 68
a 6730 7200 13
a 2145 4821 56
a 7859 5554 24
a 567 3256 19
a 2888 5957 43
a 6098 843 25
a 5404 3697 82
a 6395 1580 48
a 6323 3557 76
a 7231 7410 19
a 5287 7319 14
a 7956 1256 46
a 4372 6563 68
a 6318 4209 74
a 899 5028 44
a 1892 4080 60
a 4053 1031 59
a 7538 6725 96
a 5678 7516 99
a 167 4362 92
a 2164 547 57
a 2635 3837 18
a 5549 7591 81
a 3257 1878 1
a 2707 5354 9
a 1195 1433 2
a 3580 6019 69
a 8049 4431 77
a 3826 4297 19
a 1539 7151 13
a 2109 386 83
a 433 860 47
a 3959 2021 56
a 7691 6117 86
a 1562 796 12
a 4990 1951 19
a 7134 6824 36
a 2557 3120 13
a 7034 6586 12
a 7531 3668 28
a 1637 3479 35
a 1862 1109 11
a 3959 81 19
a 4287 1850 50
a 6462 6896 91
a 317 7103 28
a 7065 4087 74
a 592 4470 68
a 5946 5 4
a 325 3297 76
a 1642 1670 45
a 3132 1115 73
a 4392 6335 71
a 8185 178 60
a 5865 3698 65
a 5272 2224 34
a 4929 3916 16
a 5333 2347 14
a 131 5198 48
a 7262 3748 31
a 7180 3873 56
a 7974 2243 2
a 1315 1889 43
a 5653 3437 85
a 1521 895 45
a 4661 6490 9
a 4878 177 15
a 3220 6270 84
a 6046 4390 7
a 4448 7987 57
a 260 6161 3
a 3924 7790 36
a 7765 4789 55
a 4268 4743 53
a 2893 3261 83
a 4783 6011 15
a 7683 354 10
a 5951 3543 16
a 740 8107 63
a 4479 3939 34
a 3397 3435 33
a 366 5835 73
a 6888 5680 12
a 3209 5359 0
a 7930 1923 23
a 2194 7564 15
a 2140 1454 82
a 4447 2945 93
a 1799 7916 90
a 1452 4593 64
a 1339 7757 28
a 5402 5305 87
a 5096 3495 34
a 5374 5741 91
a 2510 5127 84
a 3695 6721 89
a 5230 7094 5
a 5179 8031 95
a 7988 3290 48
a 6522 6695 66
a 2110 4454 44
a 8042 3854 43
a 3711 4739 94
a 6610 3040 72
a 5458 5812 53
a 5232 5191 75
a 4800 5259 10
a 5769 6758 52
a 3883 5428 85
a 7815 7765 22
a 5419 5155 39
a 4246 3764 70
a 2345 4517 6
a 3674 2395 64
a 5365 5382 9
a 1565 7418 20
a 4418 7807 76
a 7082 5542 23
a 3398 2879 86
a 6022 5135 56
a 4050 4532 74
a 3690 5256 92
a 6708 2166 11
a 1920 7088 76
a 4154 5303 40
a 1809 7961 43
a 1956 6949 97
a 536 6962 92
a 3525 2787 51
a 3567 1820 83
a 6468 885 82
a 7979 3999 53
a 812 5347 69
a 7805 3055 21
a 3282 6463 26
a 2060 1030 6
a 5115 5426 79
a 7726 5426 37
a 1408 6979 39
a 520 3010 45
a 1238 50 52
a 6750 3971 70
a 3115 5859 71
a 4641 4783 52
a 6976 4753 59
a 7930 5577 36
a 7405 1867 25
a 7639 7863 85
a 905 1878 97
a 2074 6912 96
a 4790 3979 20
a 7199 1402 29
a 2238 7859 36
a 3877 6797 19
a 2925 7477 93
a 2660 5112 84
a 1437 7686 52
a 1114 6207 97
a 1431 782 86
a 8083 5409 24
a 5293 2208 14
a 6843 4926 8
a 6474 4543 88
a 1786 2219 34
a 3279 3218 86
a 7094 6410 11
a 3358 148 29
a 3632 6248 49
a 2352 7845 5
a 7245 6308 95
a 7487 3114 1
a 4611 814 20
a 3640 2546 44
a 1677 1908 92
a 3174 5934 14
a 7469 7758 58
a 1372 6869 76
a 756 5784 80
a 522 50 85
a 6889 4475 13
a 3255 6917 48
a 6658 6874 70
a 2247 5738 73
a 835 7424 31
a 2511 1048 85
a 3097 4044 56
a 924 4585 23
a 1682 7142 92
a 1431 6307 17
a 8092 6854 78
a 7431 1262 60
a 2074 1480 10
a 938 7789 6
a 2272 7878 90
a 2811 2652 23
a 42 3515 32
a 1882 1430 88
a 7659 1398 19
a 3727 3715 59
a 4417 8059 22
a 4429 154 5
a 7303 156 51
a 2820 6710 52
a 6414 4993 66
a 1253 748 7
a 4200 6993 11
a 1214 2859 31
a 7639 6985 87
a 1940 6880 91
a 5967 770 31
a 8069 51 90
a 5907 6474 57
a 3837 2070 76
a 5454 1269 27
a 2401 7934 84
a 5029 1124 95
a 8049 2831 56
a 1575 7706 22
a 1907 3622 33
a 4529 6757 84
a 4870 6444 1
a 2296 2626 44
a 1640 3725 87
a 6275 4933 30
a 1012 5979 37
a 6423 7274 8
a 6387 7553 64
a 7346 7122 88
a 7167 7805 14
a 7577 2327 7
a 8137 5459 83
a 3214 6310 59
a 6305 692 38
a 347 2751 78
a 1562 5748 29
a 1662 3390 68
a 1373 4941 25
a 3196 3883 18
a 4494 5475 98
a 2131 2694 6
a 3848 4494 38
a 7548 5485 56
a 5896 767 30
a 3088 155 64
a 7210 4205 36
a 5588 3806 59
a 2950 146 79
a 4978 1524 96
a 5833 5647 7
a 4520 1068 72
a 7399 3080 95
a 6322 2033 61
a 4879 3502 27
a 4000 4158 55
a 7763 1768 75
a 2395 1648 56
a 1231 1667 85
a 3745 6172 99
a 6770 7566 73
a 3954 4182 80
a 6272 333 74
a 778 1543 74
a 61 93 41
a 3591 6002 39
a 7667 6647 59
a 178 1084 4
a 2468 6475 17
a 7966 5009 85
a 4825 2180 76
a 1307 6920 96
a 5626 291 89
a 6156 3478 93
a 1539 4900 33
a 2026 4875 2
a 2636 3542 83
a 2350 6621 29
a 6211 6741 56
a 6642 7328 70
a 8043 3911 56
a 2062 409 93
a 1355 7375 19
a 836 6509 50
a 7336 1437 28
a 2152 7674 16
a 3168 5827 99
a 5593 3144 71
a 8048 6402 46
a 7651 7902 14
a 5815 5830 77
a 6963 2965 93
a 7976 3399 6
a 1013 4236 44
a 3762 39 58
a 2662 2528 93
a 1294 7402 21
a 1088 7699 90
a 6490 5853 0
a 7564 450 19
a 6834 4635 51
a 1823 5156 45
a 4035 3908 96
a 1523 1508 16
a 2962 4344 81
a 3579 3409 68
a 4307 5815 66
a 4946 2372 72
a 5033 4138 19
a 4771 5194 33
a 4528 6019 33
a 3753 4344 67
a 7578 6338 33
a 7664 5136 41
a 5443 1746 77
a 4300 7683 48
a 1229 1131 76
a 2229 7737 91
a 1534 52 58
a 1560 5136 84
a 1053 4913 53
a 3490 6724 37
a 4671 1014 94
a 4887 5872 44
a 1226 5531 78
a 6571 3907 88
a 4746 1601 15
a 449 6529 48
a 1190 1569 44
a 1193 306 9
a 4385 5987 33
a 544 5741 70
a 1377 7156 13
a 2727 5336 44
a 153 642 53
a 7904 379 66
a 3848 2670 56
a 292 4914 74
a 4706 353 69
a 3112 4660 35
a 7929 6849 98
a 4298 2397 22
a 3148 833 4
a 2477 8070 37
a 5982 7154 97
a 29 8051 67
a 4351 3770 19
a 5249 6428 32
a 622 1095 85
a 2883 7333 55
a 3161 2912 63
a 6409 3522 94
a 5832 4225 73
a 6906 7215 61
a 6158 1539 58
a 5895 1120 21
a 961 1656 13
a 4174 809 17
a 5451 7410 46
a 3225 6850 77
a 4456 2337 77
a 3920 7020 76
a 579 983 75
a 2349 8160 27
a 5241 621 38
a 6872 5066 39
a 6870 523 62
a 1412 5696 18
a 4180 8156 96
a 603 2940 71
a 4662 2505 5
a 445 3322 41
a 4626 4083 65
a 2543 5046 6
a 6696 6588 66
a 3339 7690 27
a 154 6126 81
a 2299 1482 78
a 6893 5991 12
a 6593 7550 60
a 6195 7963 74
a 6624 3377 65
a 5882 1654 28
a 1679 1687 87
a 4264 158 29
a 5355 6498 91
a 658 2661 62
a 260 6841 29
a 5438 5392 69
a 7135 3886 82
a 5607 105 34
a 6011 3709 67
a 7494 1351 19
a 2585 2301 41
a 50 1375 22
a 2513 4068 9
a 3308 1563 60
a 5746 3422 79
a 3006 247 27
a 142 4003 54
a 6426 5103 6
a 6992 2427 55
a 4238 1125 77
a 291 1156 2
a 6533 6034 64
a 5971 4979 87
a 3463 1196 98
a 6422 7591 58
a 4091 7949 17
a 2178 3960 96
a 8003 7289 62
a 5483 4534 10
a 7654 6349 11
a 2592 5618 97
a 4722 407 65
a 7028 4192 46
a 1574 3815 43
a 1666 4891 60
a 1670 3773 22
a 3706 5254 82
a 528 5730 45
a 6613 7852 52
a 2026 6814 22
a 4643 5961 83
a 7672 5366 20
a 2290 54 55
a 3964 854 76
a 6913 2422 84
a 6564 6924 85
a 811 751 33
a 8004 6849 40
a 134 463 53
a 2566 5151 9
a 2422 7991 23
a 5938 7122 36
a 7885 3116 75
a 219 4844 60
a 5364 6877 3
